LN-NBR,FD-CDE-2,FD-CDE-3RD,FD-CDE-4TH,KIND-CDE-LN,INT-RATE-NOTE,INT-RATE-NOTE-1ST,PYMT-TYP-CDE,DIR-PYMT-CDE,DTE-AMORTN-EFCTV,DSTR-TYP-CDE,FY-DSTR-DCLRD,DSTR-DCLRD-NBR,MRG-CNTRL,DOCMT-TYP-CDE,DTE-OBLGN-LN,ASSTNC-TYP-CDE,LN-AMT-OBLGN,BEGNG-FRMR-RNCHR-CDE,COLLTL-CDE,CPN-PROCG-DTE,CASE-NBR-CHNG-CDE,PYMT-ASSTNC-METH-CDE,INT-RATE-PREV,INT-RATE-PREV-REDFND
8,85,8,2,68,7.3421,0.073421,9,6,21019,8,5,580,36,C,30420,337,955716.98,O,1,72716,6,2,7.1225,0.071225
58,85,8,4,66,9.9952,0.099952,8,8,70416,8,0,874,2,A,80319,993,-953.23,R,1,81823,4,4,1.345,0.01345
69,85,8,9,62,1.1239,0.011239,3,0,31222,5,1,707,40,A,31520,546,856.56,W,0,50121,6,4,1.9992,0.019992
6,65,4,2,66,9.4076,0.094076,1,3,92618,0,9,210,7,B,120417,720,78598.48,F,8,20117,7,1,9.9069,0.099069
86,44,9,4,62,3.453,0.03453,0,9,52919,5,2,228,53,C,101817,694,791.17,R,1,31121,8,0,9.3436,0.093436
43,65,4,4,64,1.354,0.01354,0,8,120616,6,3,376,98,B,62820,320,-7288.63,W,2,121517,5,3,2.8144,0.028144
77,85,9,3,68,8.84,0.0884,2,8,40120,0,5,877,69,F,110616,522,753.45,R,8,22713,3,2,5.5694,0.055694
94,44,9,7,60,5.8911,0.058911,9,0,111621,3,3,660,36,A,72419,898,853643.89,W,4,122422,9,5,8.2632,0.082632
64,85,9,4,66,4.6824,0.046824,9,9,80414,6,1,436,90,E,110119,56,84032.6,W,1,122119,2,6,5.5994,0.055994
8,85,9,7,60,2.4063,0.024063,9,2,90814,4,5,885,24,G,51019,13,-255.9,R,2,31016,6,0,9.7289,0.097289
54,65,4,9,68,4.1763,0.041763,2,5,10713,7,7,896,78,E,121615,138,8481.52,R,3,71314,9,9,8.3748,0.083748
42,24,5,6,67,7.382,0.07382,5,0,10814,0,8,272,73,G,120118,823,42870.22,F,4,102415,8,0,7.1983,0.071983
22,65,5,4,65,1.3525,0.013525,2,7,10913,5,5,432,30,C,21621,325,6918.31,W,0,50913,5,9,2.5342,0.025342
50,65,5,5,66,6.902,0.06902,1,6,91415,7,5,456,73,A,32913,707,27381.86,O,8,62516,6,1,4.6283,0.046283
16,65,5,7,66,4.8804,0.048804,7,5,121918,4,5,491,64,D,40416,543,338,F,3,21217,3,2,2.1959,0.021959
14,24,6,2,63,7.272,0.07272,9,1,22619,9,2,983,67,E,70322,341,-141,R,3,92616,7,0,5.8431,0.058431
83,24,6,5,63,5.826,0.05826,1,1,62620,7,5,246,45,A,10820,934,4376.97,W,7,11522,5,0,8.6063,0.086063
55,24,6,8,63,5.2398,0.052398,4,5,101713,2,2,419,34,B,110415,777,875422.74,W,8,113020,4,3,1.2751,0.012751
59,86,1,2,65,7.7428,0.077428,0,2,121223,2,2,154,76,D,112916,118,-32484.26,R,7,60223,8,0,9.7688,0.097688
20,65,6,6,66,1.7647,0.017647,0,3,12918,5,2,48,21,D,70721,498,-9894.75,R,6,70817,8,9,4.9668,0.049668
54,65,6,7,67,2.9058,0.029058,1,5,30623,3,6,651,34,C,100520,582,535.36,W,8,11517,1,8,8.5348,0.085348
59,24,7,3,61,8.2126,0.082126,3,2,71613,7,0,59,73,C,92822,151,-2157.84,W,3,122719,4,6,5.8716,0.058716
26,24,7,4,62,2.2236,0.022236,0,9,22823,5,8,996,83,B,50717,234,280492.15,O,7,20322,7,7,5.3366,0.053366
56,86,1,7,61,2.44,0.0244,8,7,62814,3,7,89,12,F,92018,762,-981.42,W,7,30315,9,9,3.9845,0.039845
53,65,7,2,62,7.6783,0.076783,4,5,31019,3,4,75,38,G,60121,742,656.51,W,9,82220,1,7,7.1186,0.071186
93,45,2,6,64,4.5035,0.045035,2,2,123117,8,6,951,86,F,30920,512,6615.71,O,4,102523,8,7,5.3254,0.053254
55,45,3,3,65,9.517,0.09517,3,4,62320,7,8,100,84,F,120619,160,55322.59,O,2,120622,5,9,2.347,0.02347
42,65,8,2,65,7.9353,0.079353,0,8,72719,6,2,993,24,F,40720,617,-920615.28,F,2,82414,2,1,2.3637,0.023637
49,24,8,5,64,6.3071,0.063071,1,5,12222,4,5,12,46,E,112117,611,349197.6,F,6,112323,6,6,7.9262,0.079262
77,86,3,2,68,1.3479,0.013479,1,5,123020,8,4,332,35,B,101814,109,-4166.32,O,0,33018,1,5,9.897,0.09897
45,45,3,7,62,4.327,0.04327,4,6,91720,9,3,355,51,D,52513,961,9716.57,R,8,42922,2,0,3.9622,0.039622
77,86,3,4,66,3.1256,0.031256,7,6,62016,3,1,522,86,G,120723,683,-1453.29,R,9,32920,0,9,3.543,0.03543
74,65,8,6,65,7.45,0.0745,4,6,110323,6,6,775,55,F,12116,981,-335958.33,R,5,90314,9,6,7.5717,0.075717
53,45,4,1,64,6.8667,0.068667,1,8,82622,1,2,126,57,D,30413,296,-76093.38,O,0,70423,8,8,7.6958,0.076958
75,24,9,5,60,2.8227,0.028227,6,8,50523,7,3,66,19,D,100923,618,-938.61,R,4,70921,3,9,2.4508,0.024508
23,24,9,6,60,9.4298,0.094298,5,7,40322,1,1,987,13,B,62219,150,-97993.89,F,6,82618,1,5,8.5459,0.085459
28,45,4,5,66,7.6212,0.076212,7,1,21013,5,5,471,95,C,120523,405,211.1,O,9,90617,7,2,8.6606,0.086606
40,45,4,4,60,1.4491,0.014491,4,0,111721,8,2,645,52,E,122720,223,9069.74,R,8,40223,4,6,6.1978,0.061978
30,45,4,9,66,5.8355,0.058355,0,8,41019,0,0,361,58,F,12613,237,996112.3,R,3,120620,9,1,9.2442,0.092442
74,86,4,6,68,1.948,0.01948,2,1,83017,8,8,267,8,D,122622,560,-268019.6,R,5,91714,0,1,1.83,0.0183
86,86,4,8,66,3.878,0.03878,8,0,70415,2,9,7,19,A,10418,372,-838746.17,O,1,110314,9,3,8.3151,0.083151
23,45,5,2,64,3.1523,0.031523,0,3,12122,5,8,725,48,B,22013,14,-441670.56,R,5,120519,5,8,4.4368,0.044368
16,25,1,1,63,8.3035,0.083035,5,4,121422,7,3,644,32,B,32214,292,2277.7,R,8,111323,2,5,7.6397,0.076397
83,86,5,9,60,1.8295,0.018295,3,3,71919,2,6,505,57,B,22322,242,278.13,F,8,31623,8,5,7.7331,0.077331
32,66,1,2,67,2.9596,0.029596,6,2,21018,1,6,455,89,C,70219,612,-13149.75,R,3,121123,9,0,5.4359,0.054359
8,66,1,1,62,6.2208,0.062208,6,3,101814,3,8,531,67,D,42419,448,386.99,O,6,21417,7,8,7.2009,0.072009
82,45,6,6,60,4.8408,0.048408,9,3,83021,2,1,769,82,G,71716,810,-562726.71,O,6,50521,6,6,4.9606,0.049606
49,25,1,9,68,3.9506,0.039506,9,8,102122,7,9,798,1,F,43022,246,-77833.94,R,5,52416,2,7,7.94,0.0794
85,66,1,7,66,1.4956,0.014956,9,9,30619,7,7,14,58,D,92219,865,-6223.52,R,6,122021,0,0,1.1943,0.011943
55,25,2,1,67,6.9837,0.069837,5,9,102115,6,8,126,68,E,121220,768,36592.15,R,7,12021,5,3,4.2059,0.042059
37,86,6,8,66,4.3069,0.043069,7,2,42621,7,4,598,47,F,42121,494,941689.33,O,7,71613,3,1,7.559,0.07559
84,45,7,6,62,7.2238,0.072238,7,6,22013,5,8,370,89,B,100423,630,-653.54,O,4,102322,0,3,7.9727,0.079727
54,66,2,5,61,2.2404,0.022404,2,4,102114,6,8,713,98,C,20522,280,785.13,O,2,10314,2,0,5.3905,0.053905
32,86,7,2,63,7.975,0.07975,8,1,122716,1,6,898,65,F,111421,98,-704.32,W,3,50519,5,9,6.9448,0.069448
94,45,7,9,64,2.5794,0.025794,0,2,72820,1,7,70,13,D,10622,990,633.87,O,4,80619,1,3,7.7047,0.077047
11,25,3,2,64,4.5269,0.045269,6,3,112917,2,2,486,2,D,101118,596,-951.73,W,8,101415,5,3,6.752,0.06752
85,25,3,3,65,2.871,0.02871,8,4,20118,5,9,57,29,A,111020,108,-511296.49,F,2,12815,7,2,6.6079,0.066079
24,45,8,2,60,6.7274,0.067274,4,5,72716,5,1,509,11,A,12613,818,33343.62,W,1,100116,3,2,2.7228,0.027228
13,86,7,9,64,6.9167,0.069167,0,3,92222,7,0,772,64,C,41618,496,640644.72,O,9,52723,5,7,8.49,0.0849
84,45,8,4,61,1.5466,0.015466,7,7,92518,8,5,343,19,E,112616,161,502.6,R,3,11620,4,5,9.7159,0.097159
64,45,8,5,64,4.121,0.04121,8,2,11718,6,9,864,87,G,11517,102,237440.5,R,4,62315,6,2,9.524,0.09524
56,66,3,4,61,9.7892,0.097892,7,1,123021,1,8,878,72,G,52715,986,885154.86,W,6,60422,8,3,3.6982,0.036982
42,21,3,2,67,7.2008,0.072008,7,9,22518,9,2,441,16,D,52619,596,209420.17,W,7,13014,6,7,6.5726,0.065726
3,45,8,6,66,2.3844,0.023844,2,4,80313,3,6,120,87,G,50518,126,-518.91,W,8,102314,5,4,6.9404,0.069404
15,45,8,9,67,4.332,0.04332,6,8,72621,0,3,437,74,A,110821,61,-6975.85,W,1,122517,4,0,8.3508,0.083508
26,86,9,7,62,3.5402,0.035402,8,9,61416,6,9,812,21,F,71320,104,884.6,R,3,20618,4,0,2.9837,0.029837
72,86,9,8,66,6.3302,0.063302,5,7,32720,8,9,234,72,A,42323,634,599.2,F,0,71515,0,9,8.2347,0.082347
13,25,5,5,67,8.3068,0.083068,7,9,62119,5,3,607,9,D,22420,631,-6156.6,O,8,91023,9,3,2.545,0.02545
80,25,5,8,62,4.9779,0.049779,6,4,60219,9,4,455,9,D,10919,491,-3622.5,R,6,40916,3,1,5.2118,0.052118
19,25,6,5,68,7.531,0.07531,9,5,122615,8,1,789,76,E,90422,431,-40573.8,W,0,91018,2,3,4.8043,0.048043
32,87,1,3,68,8.8687,0.088687,9,3,90921,5,3,375,79,B,101816,660,271.63,O,1,121720,8,3,3.4369,0.034369
63,66,6,8,67,5.415,0.05415,6,9,42314,9,2,482,31,C,71920,490,303.6,W,5,72214,3,3,2.5514,0.025514
44,66,6,9,68,3.7891,0.037891,0,9,10313,4,2,197,40,F,101214,163,-9695.42,O,3,90813,6,4,9.211,0.09211
34,25,7,3,66,6.694,0.06694,1,2,70120,8,8,738,1,A,80314,203,-24786.88,F,9,121423,0,0,4.855,0.04855
55,87,1,9,61,8.3007,0.083007,9,7,121123,2,8,974,54,D,11518,363,-996540.31,W,5,62020,8,7,9.1919,0.091919
85,46,2,4,64,2.2674,0.022674,0,1,52121,0,6,710,32,A,120522,346,-2940.77,F,6,121121,0,6,1.4312,0.014312
99,25,8,2,67,6.1821,0.061821,9,3,93023,0,9,409,80,B,92822,734,38962.7,F,7,31722,3,8,4.2909,0.042909
8,25,8,3,61,5.7028,0.057028,2,7,52215,7,0,381,71,C,51815,546,-6383.34,R,3,50220,9,0,1.1392,0.011392
32,46,3,3,63,3.7686,0.037686,5,3,52117,8,4,230,71,A,32016,611,36882.18,O,1,101520,9,9,5.862,0.05862
55,25,8,6,66,3.6383,0.036383,3,2,81221,9,4,313,4,C,82721,865,-4210.39,R,3,12122,0,5,4.5483,0.045483
80,87,3,2,63,5.134,0.05134,0,3,61916,1,8,722,32,A,82120,316,-1107.86,O,2,52616,1,5,5.6716,0.056716
9,46,3,6,67,2.6573,0.026573,8,7,110215,6,4,315,6,F,80520,476,946.6,O,7,30520,8,9,2.229,0.02229
16,46,3,8,67,9.7113,0.097113,5,1,52513,3,8,476,37,F,103019,610,-53368.48,R,2,41117,7,6,4.581,0.04581
20,66,8,6,61,4.4019,0.044019,3,8,71317,1,3,599,76,C,71921,855,456.35,W,8,52818,0,4,9.4286,0.094286
12,87,3,6,61,7.7424,0.077424,2,1,72118,3,4,414,73,C,90413,797,-2738.95,O,7,51218,7,3,7.1464,0.071464
82,87,3,7,63,4.2833,0.042833,2,4,90316,8,6,948,74,A,40519,658,-442.33,F,1,90517,4,4,6.2218,0.062218
14,66,8,9,68,2.6045,0.026045,1,6,100415,5,3,746,72,A,40122,256,-813351.8,W,4,22315,4,8,1.2588,0.012588
67,66,8,5,66,8.6843,0.086843,4,5,91923,5,2,731,44,G,21113,393,-3282.37,F,2,60820,4,1,7.2223,0.072223
44,66,9,3,60,1.3741,0.013741,4,1,81522,0,2,49,48,B,10622,714,-770828.91,O,2,22418,6,3,5.1439,0.051439
43,66,9,4,64,1.3511,0.013511,6,7,101122,5,6,160,26,F,120722,698,-918996.19,W,8,81714,5,2,2.4493,0.024493
60,87,4,2,63,6.9841,0.069841,3,7,101413,8,6,207,70,F,50113,890,-454.22,F,3,32616,6,0,8.8114,0.088114
32,87,4,4,62,3.9197,0.039197,7,7,110523,0,2,242,76,D,32223,493,21266.72,F,6,121813,5,4,6.3093,0.063093
32,25,9,9,68,9.6829,0.096829,0,1,11715,2,9,89,74,A,52517,586,685214.5,O,6,82019,6,8,9.136,0.09136
24,87,4,7,64,7.747,0.07747,0,2,81822,7,8,522,32,F,12113,461,-84230,R,5,111116,5,8,5.2744,0.052744
41,46,5,3,62,8.9727,0.089727,5,6,101618,3,6,172,15,B,11922,360,3167.81,O,4,80817,1,3,2.51,0.0251
57,26,1,2,64,9.7016,0.097016,7,4,71917,2,4,8,94,D,31522,182,-91088.78,O,2,30614,2,0,1.9481,0.019481
77,46,6,1,65,4.903,0.04903,9,9,121117,2,3,379,31,A,121719,266,911195.54,R,5,32518,5,4,3.4861,0.034861
79,26,1,4,67,3.7753,0.037753,3,7,73023,5,6,143,78,F,10714,488,-34323.43,F,2,42923,0,2,6.677,0.06677
64,26,1,5,68,8.3272,0.083272,1,8,41419,5,4,765,97,C,92521,318,998,R,8,50418,1,0,6.366,0.06366
72,26,1,6,60,1.7371,0.017371,5,0,70423,7,3,407,65,C,60815,407,773.53,F,9,122618,0,6,4.3504,0.043504
97,87,6,1,66,9.9165,0.099165,7,9,31821,7,9,481,49,E,71217,286,-59878.1,R,4,121213,3,7,5.7075,0.057075
35,46,6,5,63,9.4491,0.094491,1,5,122415,8,3,788,2,A,113018,131,658681.27,W,5,102720,5,2,9.1075,0.091075
0,26,1,7,61,3.903,0.03903,7,3,52321,5,9,364,61,F,21423,973,330427.46,W,4,120220,5,5,3.4785,0.034785
69,46,6,8,68,9.4738,0.094738,5,5,90918,6,6,616,71,G,111115,115,78574.53,W,6,42613,8,3,3.5863,0.035863
44,26,2,2,67,4.9026,0.049026,6,5,102017,1,1,366,56,A,111721,278,4081.43,R,1,101613,6,7,8.5261,0.085261
18,46,7,3,68,3.8456,0.038456,1,6,42521,5,7,221,36,B,10816,581,5293.72,R,9,12717,2,7,5.2689,0.052689
80,67,2,2,63,3.9705,0.039705,1,7,40920,4,3,996,78,C,72920,831,6989.32,O,5,82519,8,9,6.2259,0.062259
99,67,2,4,63,8.6259,0.086259,2,5,71114,1,6,627,59,D,112818,447,-173.35,R,1,40221,8,7,7.4142,0.074142
5,87,7,3,63,9.151,0.09151,6,1,10814,6,8,589,18,E,31022,534,42575.86,R,0,93021,5,7,5.5228,0.055228
63,87,7,4,60,6.7532,0.067532,5,6,42913,8,3,725,88,D,61123,258,-7571.21,R,3,72323,9,1,4.8011,0.048011
62,26,3,1,62,4.3124,0.043124,9,3,81922,7,0,341,12,D,101220,497,2427.61,W,0,60221,2,7,7.9261,0.079261
70,67,2,6,64,8.857,0.08857,0,6,90617,6,2,233,4,D,82119,800,-976975.79,F,0,70222,2,4,3.9074,0.039074
69,26,3,2,64,3.4584,0.034584,9,6,91319,1,3,584,80,E,102216,41,73392.72,W,1,41417,5,8,9.5462,0.095462
17,46,7,6,63,1.6322,0.016322,8,7,60116,2,6,747,36,F,92616,366,-206.46,W,9,91121,7,3,7.4475,0.074475
84,67,3,3,68,3.5075,0.035075,4,5,112915,1,9,97,25,E,11914,169,57167.1,F,7,50621,3,1,6.6482,0.066482
68,87,8,2,62,3.2022,0.032022,1,4,31813,6,6,99,22,E,121516,637,3537.49,F,6,121817,9,8,8.359,0.08359
35,26,3,9,66,8.6154,0.086154,1,0,120915,1,4,971,69,E,12113,172,-2840.35,F,3,40822,9,4,1.9874,0.019874
22,46,8,6,64,7.9496,0.079496,4,7,90120,4,4,369,91,G,101623,89,4593.11,W,1,122421,4,1,6.6155,0.066155
90,26,4,2,63,7.4395,0.074395,7,2,103017,5,5,998,32,E,90219,467,8700.21,F,5,112920,2,2,5.4391,0.054391
89,67,3,9,67,4.6563,0.046563,8,8,61121,4,3,753,25,B,80614,764,-7266.59,O,7,71723,3,0,9.8392,0.098392
93,26,4,4,66,4.7689,0.047689,8,7,42319,8,0,398,30,G,102622,508,1447.49,W,6,52916,7,5,3.1095,0.031095
19,46,9,7,67,5.1366,0.051366,8,3,62314,1,4,570,26,B,60118,771,614.9,O,3,120219,5,8,4.7696,0.047696
56,87,9,5,65,8.6359,0.086359,5,0,81921,1,0,802,13,B,82919,626,-518.74,F,8,81821,8,3,9.1342,0.091342
65,26,5,3,65,6.5313,0.065313,4,3,81821,8,7,703,5,G,92014,36,-318906.44,R,6,32418,8,4,4.1016,0.041016
56,67,5,6,62,9.5604,0.095604,7,4,40617,8,3,221,98,D,10514,84,-8892.9,W,6,102715,1,2,4.2287,0.042287
95,26,6,4,60,7.6035,0.076035,6,6,110917,2,9,690,31,C,11118,84,-532218.33,R,3,60822,2,0,5.833,0.05833
3,47,1,4,61,4.4538,0.044538,0,0,13018,0,6,927,16,A,11218,437,2944.7,O,9,11713,1,5,4.7596,0.047596
1,47,1,7,62,2.9365,0.029365,2,6,22413,5,3,818,54,C,83017,910,-1448.79,O,4,102418,1,1,2.6299,0.026299
15,67,8,1,64,4.51,0.0451,4,0,80517,2,4,720,61,C,12022,938,97015.71,W,1,31623,9,2,8.9436,0.089436
90,26,8,9,64,2.9981,0.029981,2,1,30719,4,8,286,28,D,30522,670,-431454.59,O,9,20318,4,6,7.5554,0.075554
22,67,8,7,66,9.2463,0.092463,4,2,20313,8,9,127,3,A,51419,658,-507.35,R,3,31817,2,5,8.771,0.08771
45,47,3,9,68,9.6789,0.096789,9,6,60116,8,0,66,16,E,50520,751,-474.73,R,0,91213,8,7,3.2523,0.032523
69,47,4,5,61,6.8085,0.068085,4,0,70313,2,9,101,2,C,41323,27,29769.33,F,6,31214,5,9,8.647,0.08647
48,67,9,3,64,1.2545,0.012545,1,5,20721,2,9,398,95,B,42417,599,-229.12,O,6,100522,6,8,3.994,0.03994
63,67,9,6,65,6.3312,0.063312,5,2,70222,8,7,95,67,E,32121,418,365702.87,F,5,110121,6,4,6.3599,0.063599
52,88,4,7,64,5.8445,0.058445,2,2,22418,0,1,342,83,D,12722,309,73148.38,O,6,30323,4,1,3.5671,0.035671
84,47,5,3,66,3.7613,0.037613,4,4,80316,4,2,196,40,B,82618,532,7870.78,R,6,80115,4,1,5.8386,0.058386
62,47,5,5,65,7.7044,0.077044,3,3,31820,5,2,320,29,A,50319,345,-1244.7,O,9,22616,7,6,8.3682,0.083682
91,47,5,7,60,8.4109,0.084109,5,7,41920,4,9,698,41,C,90513,782,523373.95,W,1,80722,0,4,6.928,0.06928
85,47,5,8,64,9.977,0.09977,3,6,40616,1,0,954,59,E,102218,392,776.69,F,8,82618,4,1,9.8543,0.098543
76,88,5,4,63,5.3005,0.053005,2,3,112415,2,7,542,32,A,111015,452,408.82,F,5,61622,4,4,6.6062,0.066062
17,27,1,3,62,9.5658,0.095658,3,0,91919,9,3,255,41,E,100920,592,-82437.4,F,1,22416,9,5,1.7946,0.017946
67,47,6,3,64,5.1058,0.051058,8,3,21015,7,6,962,86,F,81218,870,429731.64,F,0,72222,9,7,5.4804,0.054804
0,88,6,1,61,8.8641,0.088641,3,7,22613,2,1,670,99,D,60315,111,-729078.9,O,9,10914,5,8,3.1788,0.031788
42,27,1,8,63,7.494,0.07494,5,9,20619,2,8,955,44,E,12321,760,60152.11,W,0,31721,9,5,3.761,0.03761
7,68,1,8,65,2.836,0.02836,6,5,80220,8,8,27,80,F,121521,546,708265.12,O,2,102413,7,5,4.1421,0.041421
59,68,2,2,66,7.1388,0.071388,8,6,101623,9,4,155,79,E,92916,723,182.11,O,2,83116,0,9,5.4851,0.054851
55,27,2,8,65,3.6988,0.036988,6,5,100718,6,0,877,19,D,122420,288,-882.3,W,3,12716,9,0,9.1638,0.091638
82,68,2,7,63,1.2862,0.012862,6,8,51221,4,0,597,70,F,90614,240,-113625.28,W,8,12017,0,8,2.2148,0.022148
35,27,3,3,61,7.6963,0.076963,6,2,72114,5,5,740,6,E,80717,585,515.4,W,5,62115,8,4,9.9988,0.099988
45,88,8,3,61,1.902,0.01902,1,9,11118,3,1,954,70,F,102320,553,2452.81,R,6,30120,2,7,7.4377,0.074377
83,47,8,7,62,8.586,0.08586,3,2,111419,3,8,152,97,G,61623,856,70957.8,R,3,112720,4,2,1.533,0.01533
71,68,3,9,63,5.1262,0.051262,4,4,30323,5,8,408,59,A,102118,419,79581.65,O,7,70419,0,8,6.9116,0.069116
69,47,9,2,66,1.4239,0.014239,9,9,12816,6,6,557,53,A,82418,151,77232.4,R,3,30917,5,6,5.8769,0.058769
69,27,4,4,63,4.4734,0.044734,9,7,32519,9,1,461,68,F,30620,114,-74616.86,F,0,10713,1,5,2.1968,0.021968
25,27,4,7,61,3.1243,0.031243,3,7,21916,5,7,855,79,A,102821,981,434.41,R,5,72513,6,9,4.6574,0.046574
90,88,9,2,67,2.4151,0.024151,9,8,62113,4,8,300,63,B,92721,98,-1847.3,R,2,121123,5,7,4.5051,0.045051
66,68,4,6,68,3.818,0.03818,3,8,112617,2,3,413,28,C,62422,230,-3636.19,F,2,81819,7,8,4.8242,0.048242
9,88,9,6,66,7.6621,0.076621,1,7,51019,0,8,968,91,C,32819,758,2947.38,F,5,91323,3,6,9.1015,0.091015
4,27,5,3,61,9.2826,0.092826,3,7,63016,5,4,519,88,B,80619,231,-499812.76,W,0,62623,4,9,5.6218,0.056218
74,27,5,4,65,6.6488,0.066488,3,3,112618,4,7,292,43,F,61918,615,-2988.76,W,5,111114,4,3,6.234,0.06234
58,88,9,9,68,2.5289,0.025289,7,1,52915,3,0,148,93,C,51021,465,847.2,O,7,112319,5,8,2.2645,0.022645
86,27,5,8,65,9.2333,0.092333,0,0,92419,7,7,377,95,E,32717,287,645.91,F,8,82723,0,2,2.3293,0.023293
33,27,6,1,64,7.7077,0.077077,8,0,82717,0,3,318,97,E,13115,631,-9047.79,F,8,40522,8,5,9.581,0.09581
96,68,5,9,64,1.6487,0.016487,4,9,102223,9,1,174,22,D,42213,572,76305.49,O,1,71319,4,5,7.9677,0.079677
89,48,1,2,61,4.665,0.04665,2,7,103016,8,2,137,81,F,72415,369,9227.84,W,3,111320,6,2,2.3244,0.023244
81,27,6,4,63,4.9355,0.049355,6,9,110718,9,7,990,83,G,42819,985,4578.79,F,5,51716,2,9,6.2004,0.062004
30,68,6,3,68,7.7506,0.077506,1,2,81120,1,2,455,32,D,51920,799,71423.57,W,4,41717,0,0,3.8701,0.038701
47,89,1,3,67,2.6198,0.026198,9,7,42222,4,5,409,48,G,120822,255,-765966.56,R,9,100522,5,7,8.5362,0.085362
8,27,7,1,68,2.9558,0.029558,3,4,122323,3,0,86,79,G,50616,732,-7033.36,W,0,80618,3,8,3.6634,0.036634
84,68,6,7,66,5.4858,0.054858,1,6,22320,7,3,718,79,C,111823,894,-910.5,W,4,111113,2,6,9.3714,0.093714
84,68,6,9,67,4.9116,0.049116,4,6,70320,4,7,154,92,A,82416,433,-937558.87,F,6,40122,2,4,8.991,0.08991
62,68,6,8,62,3.8886,0.038886,7,2,122220,2,1,105,56,A,92120,127,-2850.88,O,9,61920,6,0,2.3868,0.023868
74,27,7,5,60,3.798,0.03798,2,9,120121,7,6,284,38,G,101221,569,856.16,W,8,110119,0,2,7.5111,0.075111
83,48,2,5,65,8.461,0.08461,1,4,81313,2,4,847,53,E,21823,396,-99155.22,W,8,122716,0,4,5.9106,0.059106
12,27,7,9,68,5.969,0.05969,1,4,42319,8,5,870,16,A,110316,380,-5378.12,F,8,113023,1,4,4.7288,0.047288
86,48,2,9,65,5.1927,0.051927,1,0,71014,1,3,970,95,D,91419,719,-654935,F,4,50715,0,3,9.7761,0.097761
34,27,8,1,68,5.8832,0.058832,9,7,52121,6,3,615,7,A,63018,748,3252.51,R,3,120116,7,2,1.426,0.01426
97,89,2,8,62,7.1249,0.071249,4,9,112617,9,1,43,31,E,70816,458,98285.27,R,1,112116,4,3,2.651,0.02651
89,48,3,3,62,3.3904,0.033904,9,7,62822,3,9,205,61,E,62723,406,1358.99,W,0,82422,6,2,3.4037,0.034037
83,27,8,6,63,2.3499,0.023499,3,0,122621,7,1,871,60,E,113021,851,4415.14,O,6,102513,1,2,2.8043,0.028043
63,27,8,5,62,7.5915,0.075915,3,9,12017,8,5,983,98,F,91014,963,3867.63,R,1,12918,7,0,3.2154,0.032154
75,27,8,8,63,6.1697,0.061697,4,3,122420,1,1,287,37,D,121323,679,-448467.51,W,9,92415,4,3,7.1728,0.071728
2,68,8,6,66,4.34,0.0434,1,5,40720,9,1,523,5,F,10119,653,636.11,F,1,32319,5,8,6.2695,0.062695
87,27,9,2,64,3.9134,0.039134,6,3,102021,6,5,858,69,F,12413,792,-33242.98,R,2,50914,6,2,6.7306,0.067306
8,48,4,1,62,6.3709,0.063709,2,7,112521,6,9,43,69,B,82121,982,-435.88,R,5,92814,8,8,7.4276,0.074276
34,27,9,5,62,4.5832,0.045832,6,7,31321,7,5,325,53,D,90819,644,2770.96,O,0,32617,6,5,1.418,0.01418
16,27,9,6,66,2.1201,0.021201,7,3,72019,3,5,292,58,B,52723,520,-55695.24,F,4,42618,4,6,9.2235,0.092235
44,48,4,3,65,7.4239,0.074239,7,6,62822,3,3,656,27,C,20115,69,-641755.53,O,9,61422,9,9,7.9257,0.079257
34,68,9,1,68,2.6319,0.026319,7,2,42617,4,9,871,60,G,40723,955,-7665.56,R,3,20213,6,4,7.5954,0.075954
46,68,9,2,65,6.714,0.06714,0,0,102814,3,3,245,10,B,121919,558,-578.73,R,3,60717,3,0,5.1508,0.051508
23,48,4,5,62,4.2121,0.042121,0,3,61318,9,5,312,97,C,30319,598,-6182.6,W,5,71213,5,5,8.7403,0.087403
43,48,4,9,68,3.3526,0.033526,5,8,82122,2,0,52,1,D,82023,675,332.43,R,4,10221,0,1,9.4004,0.094004
98,68,9,6,65,2.7223,0.027223,1,9,42214,9,0,509,32,G,92619,557,-47922.38,O,4,30820,7,6,1.992,0.01992
82,48,5,4,66,5.649,0.05649,7,8,32314,1,9,740,62,C,30822,266,-319.49,O,8,42717,4,6,3.8784,0.038784
24,89,5,3,68,7.244,0.07244,2,4,41217,3,6,102,73,B,31015,731,900362.63,O,0,11322,3,7,2.8088,0.028088
33,48,5,9,67,3.2811,0.032811,0,1,82317,8,8,391,21,B,10520,712,2388.42,F,3,92022,8,3,4.9569,0.049569
86,89,5,5,63,9.6,0.096,2,6,21220,7,7,541,41,D,82519,336,57381.97,R,4,91621,6,5,7.4323,0.074323
36,69,1,1,68,7.4128,0.074128,1,6,70415,9,9,939,17,F,71720,428,-41650.4,F,6,40718,0,4,4.9816,0.049816
66,48,6,4,62,7.4894,0.074894,0,7,31719,1,8,335,12,E,30622,686,513533.13,O,8,110719,9,1,6.7109,0.067109
2,28,1,5,61,1.6758,0.016758,7,4,80416,2,4,865,52,G,30316,563,-709.7,O,1,40819,2,7,2.2422,0.022422
