DTE-TRNSCTN,LN-NBR,LN-NBR-NEW,FD-CDE-2,FD-CDE-3RD,FD-CDE-4TH,AMORTN-AMT-CUM,PRTL-SALE-LN-NBR,PRTL-SALE-AMORTN-AMT
41916,30,11,72,9,5,78020.07,25,-49785.9
41720,89,72,11,5,2,42320.16,20,61101.43
101417,28,11,11,5,7,5501.46,22,25050.04
122922,91,93,93,5,3,54498.71,24,55557.6
42818,54,52,93,5,4,15783.28,28,-98511.82
112814,80,11,32,1,1,68469.78,25,40199.34
110616,56,93,11,6,4,-10121.6,28,99281.23
82515,52,11,93,6,1,-84810.55,30,-13888.34
30813,97,93,73,1,8,31263.39,29,29679.33
62523,56,11,93,6,7,41621.73,22,68611.05
101023,56,52,93,6,8,-24481.48,27,43890.53
72716,18,52,32,2,6,-50981.95,20,49956.47
122418,59,52,32,3,2,41783.45,30,-11664.28
62215,41,32,11,8,5,4889.51,30,10295.08
102519,83,73,32,3,5,-49048.87,26,-92206.44
33120,49,52,73,3,3,-80275.4,27,-4196.61
51522,36,73,11,8,9,95327.27,30,94223.53
50513,18,73,52,8,9,11801.46,20,-268.94
42219,29,11,11,9,4,-91703.99,21,86195.95
22813,55,52,32,4,3,22705.58,25,-31749.64
30813,14,11,93,8,8,-42620.36,24,-63870.85
60617,44,32,32,4,6,-38781.67,22,41010.8
122720,97,93,32,4,7,87383.01,20,28788.05
91318,50,11,73,4,5,5345.81,24,-97622.2
40821,34,73,93,9,4,-59403.76,28,-68322.51
42617,7,32,73,4,6,-3910.72,20,20440.15
70519,74,52,93,9,8,48928.09,23,-39188.72
80819,8,93,32,5,4,70603.51,28,-65228.09
52314,55,73,32,5,5,-6613.4,28,96546.24
10117,23,93,73,5,4,13939.13,25,-81874.05
12519,80,93,73,5,6,90693.64,22,36647.42
92223,95,53,12,1,3,92599.02,24,-87114.61
121418,49,12,73,5,7,38158.95,28,83463.5
32723,12,32,32,6,3,-27565.92,30,81171.84
61417,2,94,12,1,7,-67852.67,22,86239.1
83118,95,73,32,6,6,81684.34,23,23963.94
82321,4,73,12,1,9,-28835.88,28,20616.03
31414,61,73,94,1,2,61140.91,22,-57783.41
100922,49,12,32,6,9,98009.48,29,85155.99
42517,48,32,73,6,6,-34882.38,23,25433.67
50718,35,53,94,1,1,-35547.12,28,-80886.29
12520,76,32,73,6,8,-6281.91,25,54266.63
80721,54,53,32,7,2,59638.56,30,-96353.76
92816,3,12,94,1,4,-1796.55,26,-63432.26
110915,78,12,73,7,1,92809.55,28,3060.34
51420,98,12,94,2,1,44309.16,26,72106.39
50823,78,94,73,7,5,-3876.66,24,7075.62
111223,67,53,12,3,1,-44225.04,21,29777.17
32413,72,32,32,8,1,6896.23,26,-28826.85
102521,57,73,94,2,6,-26342.66,21,11552.88
21021,17,94,12,3,4,-56854.97,25,-22409.6
73017,81,73,32,8,4,-24697.52,30,54735.12
11420,62,73,12,3,6,18906.61,27,-61502.04
82323,1,53,32,8,8,-88547.81,24,-39260.23
70923,36,73,32,8,9,-36679.49,24,99193.37
31620,99,94,12,4,3,-44035.89,22,7893.61
71519,82,12,73,8,9,-30112.15,30,87010.78
50620,4,53,73,9,3,-22267.34,25,77757.98
20519,40,12,94,4,2,-5205.94,30,-15031.27
101218,63,94,53,4,7,-22597.91,21,22434
102514,97,94,53,4,5,-96050.78,23,79181.8
50821,77,53,32,9,8,-69599.04,24,42534.45
60513,76,94,53,5,4,-3728.54,25,-39298.62
122215,10,94,12,5,9,-85924.23,30,-74835.56
111121,32,94,12,6,3,-55213.88,27,34991.85
42723,25,33,12,6,7,75691.75,22,-28078.72
50416,61,12,33,1,5,-6219.58,22,-73046.06
102219,81,33,12,6,9,-39879.31,30,59670.8
122713,71,94,74,1,6,-78050,23,15894.65
40123,52,33,53,7,2,46749.4,28,-58522.54
81814,97,74,94,6,8,-98940.69,20,4799.13
31822,94,12,12,7,8,67750.89,25,49518.47
112913,5,74,53,7,3,5652.04,27,25113.9
22619,49,94,33,2,9,-94107.48,24,16927.79
60521,94,53,74,2,7,37522.92,29,44033.74
92021,33,94,33,3,3,56839.56,25,38182.38
112517,94,33,94,7,7,-94802.44,28,-77718.01
21920,77,33,53,8,3,-8722.51,26,67697.27
40313,51,33,74,3,2,-16669.68,23,15166.17
102022,63,74,33,3,7,-16917.3,26,-73663.11
112820,77,33,94,8,3,89644.25,20,23255.08
12614,9,12,53,8,8,52623.72,21,-70136.73
42815,51,33,12,9,4,68560.33,29,71790.81
71423,56,12,53,9,3,-61012.21,27,10542.22
32118,41,33,94,8,9,21485.02,24,-34165.78
22413,22,12,33,4,9,78800.54,22,10444.56
103116,41,33,94,9,4,-12077.27,30,-35075.13
51422,27,74,74,4,8,76227.16,23,-22878.3
21320,66,74,74,4,9,-14053.8,30,5652.13
122020,1,53,33,5,3,52996.9,22,-63235.45
121713,13,94,94,9,8,-4259.36,27,12078.04
121121,89,74,74,5,4,-95829.91,24,-6734.07
10218,72,94,13,1,1,61487.23,29,34730.66
100821,81,74,74,5,7,51137.51,20,-87211.7
30520,16,54,13,1,4,-65905.9,26,-16880.49
113020,34,33,33,6,3,54870.35,27,61318.7
61522,28,33,33,6,4,53126.6,21,-18449.57
81420,72,54,54,1,3,68254.67,30,71573.04
121015,47,74,13,1,9,-14713.11,25,66015.06
31118,65,74,54,1,5,-19005.2,20,97972
81313,56,74,95,1,3,-95943.81,30,-63424.49
122318,51,74,54,1,8,-34078.19,29,56626.02
80916,51,95,95,1,4,1990.76,29,62610.74
52116,39,74,74,6,8,-27362.98,21,-66328.41
71617,77,95,74,6,9,-28517.52,24,-18811.03
82122,31,13,13,2,6,56903.29,24,79973
51218,54,74,54,2,4,-48456.33,29,-20905.97
42015,54,54,74,7,2,-85688.47,22,-54745.82
81717,29,33,95,2,2,-41008.55,21,-94663.22
50920,49,74,95,2,3,-24696.73,25,47690.24
90323,85,13,95,2,5,7430.88,20,-41689.68
70819,81,54,33,8,5,-18179.03,30,25923.72
72013,64,95,13,3,8,-62150.24,29,-26557.1
51514,72,95,74,8,3,-70676.33,20,-77627.34
70614,40,95,33,9,1,-19877.46,30,-24446.88
120722,1,33,33,9,2,-37256.22,22,-13586.97
42822,64,95,54,4,4,5970.55,24,-34203.19
50620,64,95,54,4,6,9905.93,21,-53009.33
80923,13,54,13,5,1,-51393.26,21,-6412.18
101523,90,13,95,4,4,1261.69,28,-32554.52
111314,56,13,13,5,3,-69461.78,27,-14943.89
50713,29,34,74,9,6,-81970.52,22,-98021.74
31217,5,13,74,9,8,71713.63,21,-66477.13
110518,56,34,13,5,6,20348.01,21,-71875.26
31915,96,54,13,5,7,96727.08,23,-33882.84
122421,8,13,54,5,6,-33002.12,30,-73214.28
112121,58,95,13,6,1,71934.02,20,-26622.56
62518,45,95,13,6,3,-49375.81,28,-99720.81
70819,60,34,34,1,2,22084.51,25,88664.62
33113,38,95,34,1,1,-64538.26,29,-77016.26
20117,58,95,95,5,5,51582.94,27,38521.76
30820,98,95,95,5,9,95193.34,20,3046.31
12420,63,95,13,6,4,64173.72,26,48953.6
33022,88,95,95,6,1,37920.48,26,-50658.26
80715,73,54,54,6,8,-76345.35,28,-92790.07
122720,7,54,75,1,7,61040.38,27,45235.96
42116,1,75,13,7,4,93251.13,27,19086.53
112923,25,34,95,6,7,-63146.02,25,-46144.71
33121,3,34,13,7,8,86261.84,26,81579.3
72414,50,34,95,7,1,30318.86,25,50989.94
122713,69,75,54,7,8,-79704.45,25,75394.7
52920,46,75,13,8,2,-71884.45,24,-1799.23
102622,96,34,34,3,1,97470.21,27,-16425.8
40717,52,54,54,8,1,-58819.29,29,-74950.94
40119,80,54,13,8,3,42150,27,-79627.51
121813,3,34,95,7,4,-45905.89,22,-345.86
10117,41,95,34,3,6,-10029.69,26,55909.51
110415,86,54,54,8,5,-56915.13,29,80595.66
31815,15,75,75,3,4,29351.32,30,15033.93
50218,82,75,75,2,9,48186.15,26,-47301.41
70718,48,34,34,3,2,8446.25,24,-45416.79
101617,65,34,34,4,1,36888.11,27,437.3
22019,27,34,34,4,3,-61734.84,25,-49284.96
21518,59,55,13,9,7,-94205.73,28,90606.43
30715,61,14,75,4,1,50204.33,24,-28413.95
20814,52,14,75,4,2,42805.03,20,67040.55
82723,80,34,75,4,4,-28788.42,20,-81137.25
12415,51,14,34,5,1,-31822.5,25,-44251.78
70919,91,14,34,5,4,46449.96,28,-17176.7
21921,38,34,75,5,3,43593.66,26,-26407.94
120116,39,75,14,1,2,-32121.7,24,60706.9
31619,5,75,75,5,8,-96636.85,21,-46786.8
70318,80,55,34,6,3,-11804.06,20,67684.6
11423,86,96,55,1,4,-45140.18,28,76562.08
102218,44,96,75,6,6,-73010.56,30,-86443.33
21321,93,14,14,2,3,73442.71,27,-84775.58
32616,93,34,34,7,1,-56132.14,20,-70151.22
31217,29,75,96,1,4,-20781.77,24,41469.61
31319,91,96,96,1,8,-3842.66,30,84996.32
51220,44,75,75,7,3,-18391.43,25,12638.02
12721,59,14,96,2,6,2998.56,20,90843.42
41822,10,55,75,7,9,-9685.1,20,58408.71
42219,80,96,14,3,6,22197.44,23,60971.19
70615,87,75,75,8,1,52906.59,23,7487.84
32715,29,34,55,3,4,-34000.75,25,-90845.45
90720,28,96,14,3,8,21682.18,26,11502.07
51015,95,55,75,8,5,41663.01,28,-46901.79
12716,97,55,14,4,3,-66394.56,24,43858.19
42523,55,14,34,9,3,32234.48,30,19588.97
12416,22,55,75,8,9,93421.06,30,-47826.34
22920,86,14,75,9,3,-3053.6,29,8947.08
51218,47,55,55,4,6,7740.02,29,-9884.88
111314,6,55,75,9,4,99150.12,23,89459.79
40717,38,14,75,9,8,-19144.83,25,31236.04
122819,65,35,96,4,9,21975.19,21,48865.77
60118,59,55,96,5,2,-48606.54,23,-97502.08
83013,34,35,14,6,1,-47398.43,22,20392.93
11119,32,96,96,5,3,7331.75,28,-78681.93
11618,76,55,55,5,9,69780.45,20,76533.84
111423,72,35,14,6,4,-68588,27,-64342.31
72116,55,35,96,5,7,62754.97,25,25227.66
60814,99,76,55,6,1,41248.48,29,-77480.94
12017,71,55,96,5,9,91954.74,29,9593.22
20914,2,76,35,1,1,75577.46,20,-76064.02
111219,77,96,35,1,7,-87865.6,23,-53912.32
60918,26,14,96,6,1,90134,28,67914.89
70921,39,35,76,1,3,-29454.62,27,73689.6
42819,1,76,55,6,7,-60413.13,26,32743.72
50813,75,35,35,2,3,-16970.55,28,-59502.95
11220,1,96,96,6,9,-33469.44,26,61239.18
31617,91,96,55,7,4,72098.27,28,-62760.75
81816,16,35,55,7,5,17413.73,20,-60982.98
91017,96,96,35,2,8,47652.57,26,-71982.3
122716,86,96,35,2,9,-1712.61,20,65826.97
31215,72,76,76,2,6,-15508.16,26,-79555.07
62313,78,76,35,3,1,-86622.02,26,54139.28
81619,26,35,14,8,4,-16173.43,21,91582.56
40220,89,15,55,8,1,-38714.2,27,-17849.33
113019,85,15,76,3,2,-43248.99,25,-47421.31
22818,72,35,35,3,7,93441.07,25,48770.29
41314,69,76,76,3,8,-1775.58,26,30675.96
10817,91,35,35,4,3,-3493.46,23,-15794.6
121120,73,97,55,9,3,-14625.97,27,34399.24
90720,75,97,76,4,1,63230.78,21,6748.05
32016,30,35,14,9,8,58369.37,23,40594.53
121420,61,76,14,9,9,-52882.68,23,37954.29
90817,75,15,55,9,9,-75837.65,28,73984.39
100316,60,15,76,4,8,31651,28,-19470.64
71020,70,56,96,9,8,92421.42,30,-14745.21
92813,65,76,76,5,1,21353.81,28,-91012.16
11919,3,56,76,5,2,40418.84,21,-43660.57
121813,21,97,76,5,4,596.51,28,40529
62617,38,35,35,5,8,42666.53,27,-85244
111623,16,97,15,1,4,-57067.11,23,-23118.72
51621,6,35,56,1,2,-90739.58,28,75120.34
123019,39,15,76,6,2,56134.49,27,-81044.37
40813,45,76,35,6,6,60984.57,22,-93071.32
91913,94,15,35,6,8,45418.27,23,62800.09
72320,57,35,15,2,5,-9419.48,23,7205.39
101514,58,76,56,2,2,97167.22,24,-51975.91
52414,23,56,15,2,8,-2539.58,30,-31442.56
120422,59,35,56,2,4,59252.09,30,89244.03
71418,12,76,15,3,1,79295.5,27,50798.56
70720,30,56,35,7,9,60632.15,28,7921.65
20816,43,35,56,2,7,46820.77,22,-21569.24
110120,30,15,97,2,9,-20969.48,29,68170.52
41123,49,97,56,3,5,57082.45,26,24891.16
93018,85,56,76,8,4,-62833.19,28,33144.37
12715,88,76,76,8,3,99635.26,21,48794.55
22722,59,56,35,8,7,61126.43,21,-3965.56
70417,29,35,15,4,4,-49399.99,29,11612.08
11922,80,56,35,9,4,59297.81,30,51788.19
80121,11,76,15,4,9,-68452.76,30,87432.39
92815,11,56,56,4,6,-86888.24,26,54131.85
71815,43,76,56,4,7,88488.09,21,70293.76
110221,66,56,97,4,4,-48225.82,28,-5145.96
40117,29,97,15,5,5,30845.58,29,69026.51
62823,26,97,56,5,5,-46363.9,28,-27154.64
113017,7,56,97,5,2,-7022.31,26,26970.95
71716,9,36,56,5,7,-42634.29,23,-12735.98
112215,7,15,97,5,4,-91918.49,23,-88895.98
52621,95,36,97,5,5,69260.47,26,54115.27
71414,5,36,56,5,9,-6981.74,28,72626.44
53116,47,77,15,6,5,17007.78,22,98407.66
81814,71,97,56,6,5,79409.41,30,-80960.51
32617,49,15,36,2,1,86387.54,28,16734.26
52522,63,77,77,1,7,67866.26,20,82162.52
112613,74,77,36,2,3,-52495.83,21,82275.82
81220,39,56,97,6,5,53786.45,26,-34806.13
120720,64,97,97,6,9,58855.07,22,87410
80522,89,56,56,7,4,62035.52,20,13283.01
61616,78,97,15,7,9,90455.38,23,99251.63
110723,1,77,97,7,2,-85501.38,26,-60454.6
62316,96,15,56,7,5,-67214.88,22,-51598.4
43015,41,56,97,7,4,2085.02,27,-64416.04
62218,56,97,15,8,3,-55045.4,29,25656.09
61217,67,77,77,2,3,51038.59,28,-11659.49
30922,48,97,97,7,7,-6769.45,27,65728.01
30520,15,97,97,7,8,-2287.64,20,53313.19
111719,49,56,77,3,3,95283.22,26,57179.84
60717,18,36,97,8,1,-64608.13,29,80108.36
82815,47,15,77,3,6,99550.53,24,38269.23
13014,61,56,97,8,6,484.02,21,31069.45
91114,11,77,15,9,5,84118.54,21,-52982.04
50920,82,56,97,8,7,-67680.31,28,38060.53
110822,1,36,15,9,8,-57999.69,23,-72436.55
31814,73,97,36,4,8,78605.21,27,-76098.05
62722,11,97,77,4,5,45353.79,28,-8969.28
102014,30,36,56,9,7,44644.03,22,-88104.79
92820,68,15,97,9,3,-25337.73,22,33274.04
12217,15,97,77,4,9,-87758.52,28,-19575.42
31116,39,56,36,5,5,-81898.29,22,85886.09
122616,85,97,77,5,2,83806.73,24,-33846.47
110623,54,97,77,5,3,85371.77,20,-84844.13
90313,30,97,77,5,6,-99859.88,21,29195.65
30618,39,77,77,6,1,-98443.74,27,-15517.94
122214,73,36,98,1,3,97106.2,30,60483.77
51218,83,97,77,6,8,45303.7,30,24755.13
100421,47,36,98,1,7,14742.58,28,-71839.24
62220,82,77,57,2,4,82380.63,21,-15734.54
50214,61,57,77,7,3,-35640.97,28,-61922.36
32022,87,36,77,7,4,35360.67,29,90620
43017,14,57,16,2,9,-73398.01,23,80412.91
32020,56,98,77,7,6,-57517.76,24,-99527.33
92619,23,16,98,2,2,-52164.2,26,38355.85
91115,93,57,36,8,2,-1522.44,25,94539.57
32223,22,57,77,7,8,-19944.73,24,47048.58
22215,55,16,36,8,5,-84010.97,30,79144.5
80815,39,57,36,8,6,-23414.07,20,-2233.82
20913,12,16,57,3,7,-90066.26,20,32680.01
91223,82,36,57,3,8,-19129.1,27,-14995.47
111314,32,16,36,9,3,-32516.34,27,-70498.42
11120,9,77,16,4,6,-52294.89,30,-15782.33
30716,30,36,57,4,3,24351.19,24,45475.48
122313,71,98,16,4,8,45620.87,30,6221.03
71223,92,16,98,4,2,-59579.37,25,-85483.21
72523,93,57,16,5,1,-74647.85,30,47377.94
101713,59,77,77,9,6,52470.09,20,45050.19
112221,25,36,16,5,3,-56291.43,26,-48311.98
101122,56,98,57,4,7,50969,26,-44809.6
110216,18,98,57,5,1,29732.07,24,-89882.53
62821,23,78,16,6,3,-59004,24,26494.39
30113,92,37,37,1,1,6780.56,28,42700.29
100215,48,16,16,6,5,98944.61,20,-15784.77
42317,81,78,98,5,9,-61863.14,26,69416.03
81521,47,16,57,6,4,-45036.88,22,39416.28
60721,65,37,98,6,1,51392.56,28,22569.78
50618,64,37,16,6,9,71836.55,21,46966.65
80616,19,98,78,1,5,-18329.45,26,-73974.96
40621,78,78,37,1,9,34898.06,24,-95665.89
82114,30,16,37,1,5,-62987.67,29,-40580.61
112519,76,78,57,6,3,-45807,27,75119.12
121017,68,57,78,1,2,14122.23,30,-190.93
50216,34,16,78,2,2,-58880.44,20,20377.28
10220,9,16,37,2,7,61581.83,29,20680.12
82223,47,98,98,7,4,87708.25,21,-42547.98
52917,58,16,16,8,5,50813.98,20,42824.96
53118,25,98,16,8,6,-9689.98,23,-85836.17
51314,14,57,57,8,5,7320.55,26,-57918.22
112621,2,16,37,3,7,55001.73,30,-10529.51
122719,61,78,98,8,4,38535.58,20,-13863.96
12823,80,98,16,9,5,14764.29,29,95314.65
82715,12,57,98,8,7,-52119.91,23,-41183.41
72117,81,78,78,4,1,-62860.09,24,44527.98
32415,36,78,57,9,3,-32428.86,20,34868.54
42322,96,16,57,9,5,-91948.62,22,43309.34
112814,15,57,37,4,7,-27651.11,20,24339.83
42419,45,57,37,4,5,-92505.76,20,77183.98
82517,21,16,78,4,6,-93758.5,29,-94294.02
72915,3,98,78,4,9,-75844.83,23,-59066.97
30421,66,78,37,5,6,79780.01,28,71882.82
91820,7,37,78,5,4,-42279.12,24,86897.08
71313,98,37,37,6,1,55228.55,29,-561.08
52113,44,78,17,1,5,47691.3,30,89087.3
61616,37,37,17,1,6,-4027.74,23,87597.66
30420,26,78,78,6,5,-59720.19,27,-34801.67
122918,76,17,99,1,4,91426.99,26,-59639.75
70320,90,78,78,6,8,-47609.75,22,-83413.85
31922,4,58,58,2,2,56455.78,28,11915.92
122513,48,37,17,2,7,82785.51,28,-23465.06
91520,62,99,17,2,6,64936.24,28,23292.15
113019,70,17,78,7,3,-84493.48,25,-52097.69
72813,76,78,99,2,1,-74158.22,30,-29143.6
91517,13,58,99,2,7,28800.06,28,-20068.28
42615,43,99,99,2,8,-39051.01,20,-7802.74
40317,42,37,99,2,9,-60156.13,21,-90072.75
121813,75,17,37,8,6,2060.41,27,69753.22
41222,60,17,78,8,3,-14797.48,29,59030.24
21113,12,99,17,3,9,-74611.77,21,-8323.68
22514,40,37,37,8,9,99837.46,25,-73632.83
12919,37,37,58,3,8,51106.27,30,-39751.24
21119,5,37,17,3,6,81414.55,28,26462.42
120921,5,17,37,9,2,-7118.18,27,57310.43
31813,39,99,78,8,8,-2024.29,20,69132.74
82316,9,17,17,4,3,-54666.18,23,-72098.39
112322,23,99,78,8,9,-91953.66,20,-27084.06
52318,92,58,17,4,8,-40551.76,30,83478.45
31118,44,58,17,4,1,-6201.43,29,1454.29
81717,68,38,78,9,4,-74895.23,23,30442
83014,5,99,37,9,9,-56829.87,27,-48788.07
102821,79,58,37,9,6,70422.51,22,-38712.8
32618,38,79,17,5,3,81754.25,29,-66147.6
111620,79,58,17,5,6,-11823.05,30,-22951.04
111721,4,38,99,5,3,50282.43,29,87722
90922,49,17,58,5,7,95688.23,23,58974.68
80514,52,99,58,5,9,-7640.52,25,20188.69
80314,61,38,38,1,3,72368.44,21,-90417.63
50720,29,58,99,6,2,-67178.72,29,-63454.9
20721,46,17,38,1,8,24777.24,28,-98623.96
123015,82,99,58,6,6,20659.73,22,-63797.31
111922,68,58,38,2,2,-67287.35,26,-71553.79
122116,70,79,99,7,1,-90128.61,28,29744.99
51917,13,58,99,7,4,-81909.31,23,-94244.27
22118,51,38,58,8,1,89678.91,20,-24318.66
122318,43,38,17,8,6,-71046.95,25,94641.84
33019,53,79,58,8,3,-50644.88,20,-31029.02
51521,38,38,58,8,4,-78626,20,23182.24
71213,43,38,79,3,4,39749.82,28,8682.98
111422,17,79,17,9,2,66262.59,26,33453.72
21818,54,38,38,4,2,-63001.95,29,50583.89
120323,16,38,79,3,9,66528.76,26,-30550.92
42214,66,38,58,9,2,49707.44,22,12607.56
90113,50,18,38,4,5,-39928.11,26,53657.4
40422,70,59,79,4,1,-3672.51,30,7555.86
12523,74,59,58,9,4,94184.93,25,84433.68
41715,73,38,99,9,3,-26654.13,24,-25036.63
71922,50,52,58,9,8,-77916.15,22,-83902.54
122020,47,18,99,9,5,17498.95,30,-73925.86
91113,57,18,38,5,6,9911.22,20,-24984.58
40315,51,18,38,5,9,6289.7,28,-15602.81
102215,73,79,18,1,2,97060.27,20,-31162.89
122221,40,38,18,1,3,-46842.47,20,72673.06
12413,49,18,79,5,7,-38883.79,21,29434.13
42014,31,79,59,1,3,-1942.02,21,-83072.01
51218,41,18,38,6,9,19471.2,21,79098.25
61623,64,59,38,7,2,89530.7,28,48905.36
70115,53,59,79,6,8,10153.8,23,63060.07
22120,72,79,59,2,2,-12996.12,29,47760.11
10317,99,18,59,2,5,-35768.8,24,-61833.94
30113,74,59,38,7,7,4136,21,-72296.58
81721,31,18,79,7,6,72166.21,30,63008.21
111019,53,59,59,3,2,71617.83,21,91010.43
70322,9,79,18,3,7,78122.44,23,48833.89
31318,92,38,38,8,9,56782.87,24,2614.96
80423,44,18,59,3,8,-46761.8,28,88618.99
103121,34,79,59,3,9,-95283.21,29,-8315.03
111420,81,18,59,3,7,-3030.73,28,-31158.82
120817,9,18,79,9,1,-99871.43,27,-32560.96
21122,58,18,38,9,6,9409.48,21,84875.26
102816,97,39,18,5,2,-34079.16,30,71159.94
122117,83,59,79,9,9,-53203.33,28,39034.59
110216,56,39,59,5,4,41613.06,27,9350.75
40516,10,59,18,6,1,52563.45,27,-24143.1
11822,30,18,18,6,3,41009.9,20,92640.89
103018,58,39,39,1,1,-73499.27,28,64633.16
100413,13,39,18,6,8,31221.76,22,6150.41
111317,8,39,59,7,1,81395.75,29,32191.08
101413,60,18,18,7,6,-93585.73,30,-55110.59
30216,46,39,18,7,9,-50407.88,26,-14939.25
102018,58,39,18,8,4,-95032.45,21,66035.57
121819,77,59,39,3,5,68983.43,30,-23642.73
40816,28,59,18,8,8,-85295.1,28,54309.81
101414,25,59,39,3,6,-8633.99,26,-73950.95
42319,12,59,59,8,9,-92164.92,21,-21044.85
72023,96,39,39,4,5,66404.89,26,-12118.76
122022,74,19,19,1,2,-85029.25,20,76802.18
22314,23,39,39,6,3,-19295.74,27,37525.8
12122,33,39,19,1,6,50768.89,21,55099.62
120413,53,39,56,7,3,96513.75,20,-97056.11
12017,3,19,39,7,4,88971.14,30,-91316.75
11519,34,36,39,8,4,55828.21,30,-98522.8
71213,15,39,39,8,8,-13216.55,27,-85659.48
10420,20,39,19,4,7,48302.77,21,-80551.37
32919,54,19,19,4,9,-59117.93,27,-84489.8
121218,74,19,19,5,1,-42445.18,26,-17365.23
101420,17,19,39,9,9,-90211.83,24,-33081.91
100817,64,39,19,5,3,-83355.74,27,45793.44
110114,79,19,19,5,6,-46025.8,26,20281.42
51718,17,19,19,5,8,81206.05,23,21681.52
102314,75,19,19,6,4,-22537.64,27,-16905.75
41819,8,81,19,6,7,-23514.94,21,2587.36
91516,92,19,81,1,5,75698.36,30,-11009.6
32317,10,81,81,1,9,36368.02,20,-41633.86
111122,25,81,19,7,6,84937.77,26,51836.04
100323,37,81,19,9,1,-29750.55,23,67619.06
90822,29,81,81,3,6,15165.52,30,29623.25
120422,14,81,81,3,7,-61444.54,21,-60300.55
121923,94,19,19,9,6,-77801.65,20,-94983.77
32123,36,19,81,6,5,-4554.21,29,-52088.33
11721,58,81,81,6,9,-52888.21,29,30173.96
111122,91,61,61,2,3,-63358.72,21,8423.35
21519,72,81,61,2,4,-31504.1,23,64095.38
90717,86,81,81,7,2,-36637.13,23,-38604.98
110914,42,61,61,2,7,20892.41,24,-17250.47
91614,90,81,61,2,8,-22538.28,27,57657.59
12519,34,81,81,7,6,-28192.18,30,-94657.75
42222,45,81,81,8,5,-77042.39,30,54000.81
72917,57,61,61,3,9,6909.89,21,43263.68
62122,40,61,81,9,1,18264.01,29,76138.7
