FD-CDE-2,FD-CDE-3RD,FD-CDE-4TH,LN-NBR,TYP-PLAN-CDE,WRTDWN-AMT-SCRD-RE,WRTDWN-AMT-NOT-SCRD-RE,BEGNG-MKT-VLU,ENDG-MKT-VLU,NET-RECVRY-VLU,POTL-RECPTR-AMT,RCVB-AMT-DUE,RCVB-AMT-PD,DTE-EFCTV,DTE-MTURTY,DTE-LST-CSH,DTE-FNL-PYMT,DTE-LST-RGSTR-DTL,RGSTR-TYP-LST-TRNSCTN,EQUITY-SALE-CONTR,APPLTN-CDE,FULLY-PD-CDE,FNL-RCVB-CDE,DTE-SALE-PROP,DTE-COMPLD-SRVCG-APPLTN,ASSTNC-TYP-CDE,DTE-OBLGN,CR-APPLD-NONCSH,DTE-LST-NONCSH,SUSP-CDE
63,9,6,27,0,-66058.54,-73428.4,67110.25,-9289.54,-62026.82,89246.21,46532.59,14159.81,100111,92821,50123,93021,91416,94,99,L,Z9,5,10916,20622,102,32116,2832.44,30122,5
84,4,9,56,5,-25199.8,-31375,-39829.53,-67147.87,43812.37,-74546.21,19218.61,-42455.58,51410,50930,51323,53130,112013,32,1,9,U2,6,120318,50718,113,11522,1376.43,71618,0
84,5,3,52,6,-45811.99,-74622.44,869.32,49937.6,-99463.8,37540.7,-46161.76,42096.23,33110,32820,50423,33120,32014,53,67,V,I1,9,71821,113117,130,22521,45604.18,102215,2
23,1,3,8,5,20907.54,-53685.27,-92209.35,-47218.5,23084.54,-55089.11,59797.35,67803.41,80313,72933,52023,73133,112216,43,5,O,J5,4,91218,20417,123,23015,50870.97,51518,7
84,5,8,16,4,59444.72,60503.97,64260.24,68043.67,-35758.42,40092.12,-38365.05,-20172.15,101012,100532,52423,103132,52219,16,21,X,X9,3,70918,21014,189,60216,58332.57,10717,1
23,1,5,49,9,26027.81,9584,67351.77,-14251.52,96309.88,8695.25,69110.1,85004.79,31410,30640,50523,33140,31613,54,70,Y,N9,7,91817,90417,191,21221,37968.12,52619,2
43,6,4,78,2,-56849.51,85361.62,-69667.62,86302.55,27907.69,80378.31,-59779.45,-49676.42,10110,123019,52923,123118,62414,29,29,C,L7,3,11915,112520,131,60621,-40949.65,82719,0
64,1,4,83,4,5790.8,290.49,-70880.91,50212.58,-823.84,97024.8,80147.66,72310.8,12912,12142,52823,13142,71720,89,18,6,U7,9,72016,62221,139,10720,51909.24,83121,3
64,1,5,98,1,-50666.53,-22956.43,-53690.25,-96582.24,16297.86,-88374.82,90796.47,-91099.92,12914,12244,51623,13144,111117,43,51,2,Q7,3,120617,12821,103,91516,5026.35,31013,3
64,1,7,34,4,-64814.12,-61069.06,70146.69,14696.69,-15878.39,76506.67,-71649.57,69287.01,100514,93034,52223,93034,93020,97,82,S,T1,4,32820,82818,189,92015,-77440.16,92321,1
43,7,1,28,3,6847.43,-48862.63,55916.4,66205.78,7421.31,-67443.93,-24907.79,47929.94,41910,41430,50223,43030,71321,64,34,S,F3,5,81421,30513,193,90621,-12494.92,10819,3
64,2,1,36,3,-97305.75,89894.24,-92067.63,-5607.14,38344.13,-2497.29,-42617.01,-10113.59,22213,22023,50123,22823,101116,41,59,1,P8,3,41015,100323,119,11813,-55650.28,82518,6
64,2,2,83,2,33316.33,15676.62,-12167.89,-45579.85,-59830.21,-44665.91,30818.19,35028.97,82011,81241,51123,83141,10413,26,96,5,L1,4,42021,21119,146,110820,5372.66,80423,6
43,7,5,83,8,14309.58,-88909,-63724.92,-30538.05,-80688.32,-13.72,7683.86,-38257.91,91610,90840,52423,93040,42016,79,36,S,O0,4,80821,120620,187,10519,61619.22,102621,6
64,2,6,57,6,30034.07,-29667.45,26803.2,42692.94,47183.27,52247.26,98681.17,25408.14,61513,61323,51723,63023,72016,23,87,T,J0,8,92621,63022,111,20217,-55791.41,60720,7
23,3,2,60,1,79995.08,-85203.4,782.67,37403.11,-15710,-20009.82,-66471.17,70107.76,12410,11930,51823,13130,32419,68,43,2,A9,3,101221,32522,198,121114,-92812.77,103121,6
84,7,7,19,4,18162.43,-79673.88,96545.17,31520.42,91962.78,-41390.04,-55823.49,21806.48,102814,102334,52023,103134,70416,9,15,8,V7,6,70919,31721,141,11714,-19303.17,71816,3
23,3,6,33,7,90417.69,92679.3,-21041.49,-19565.21,-89394.07,20668.04,-92905.24,98304.44,22614,21944,50323,22944,81122,81,22,9,O2,9,32723,20916,105,11016,70792.38,72221,5
43,8,6,56,2,57571.15,-96529.07,76928.87,-85313.92,-86674.57,94955.2,38553.24,-16280.41,82110,81630,50523,83130,61718,82,58,G,O1,5,103015,33020,195,10715,21473.34,92113,4
23,3,9,14,5,18623.76,5746,-7256.8,-34419.35,17766.82,29398.06,52269.26,-59652.13,72611,71841,51423,73141,110818,97,58,N,Q1,5,62715,70318,159,82714,38234.26,40617,4
64,3,6,4,9,-48124.3,-88215.69,86945.71,-83779.98,-80302.43,-82403.54,-30418.49,3908.49,92611,91841,51523,93041,60918,1,94,V,N5,1,62323,112818,133,60220,26895.61,70721,3
84,8,3,52,3,8178.1,10668.38,-88583.08,-10197.35,-5299.87,-15032.39,-54721.33,-35055.5,22411,21931,50923,22831,82717,59,65,L,F5,7,102017,10123,133,90915,-63313.88,12617,6
43,8,8,97,6,10167.31,-82261.81,18814.7,5414,-42803.94,-98178.84,48290.71,9472.19,50913,50433,51723,53133,21621,59,53,C,W8,3,40416,100320,177,61718,54058.33,61821,2
43,8,9,72,9,87792.59,-92343.95,36405.67,74787.61,55654.02,-82468.84,-56864.3,29335.64,121810,121040,50423,123139,22216,87,85,3,U5,6,80621,30913,155,30517,33220.27,102220,2
84,8,2,97,4,67088.82,72657.73,-51834.27,84515.32,44660.07,78076.9,-40113.67,28103.74,31714,30944,53023,33144,50922,88,16,P,V2,9,21818,12118,130,101813,36016.46,110715,7
23,4,6,36,9,-93014.14,-20272.78,-35315.91,72378.52,95621.44,99412.94,-22124.8,-78972.29,101911,101621,51523,103121,82621,21,85,H,G0,7,43021,122423,107,121717,75062.99,42814,8
23,4,7,58,4,18155.54,-77125.37,8543.27,-73002.44,26216.71,-14249.88,33579.01,42126.45,60712,60232,52423,63032,32120,63,44,I,V3,4,100820,80419,155,50113,-45792.52,33118,2
64,4,4,3,0,17756.06,-29920.8,87327.17,-66117.26,-92673.39,50810.49,-95030.71,-69004.93,112013,111533,52923,113033,41117,76,3,6,Q1,3,80413,62716,145,12222,-2425.96,71620,3
23,5,3,80,3,74097.33,-54091.55,9655.19,-71425.32,-51898.64,84280.94,42878.73,-85456,102913,102723,52723,103123,91716,32,86,T,F9,1,52822,31017,129,92219,49362.79,22614,7
84,9,9,87,4,-38298.14,96851.79,-84833.71,96317.76,91371.89,91045.76,-54281.16,81008.89,42511,42031,52923,43031,22013,60,98,B,K2,5,22520,110917,174,101314,67836.92,110319,9
64,5,2,19,3,42700.65,-40897.13,-53410.6,50186.86,32520.68,43213.16,-26708.44,84719.82,40712,40232,50123,43032,101013,91,4,J,E3,3,50616,71922,157,40214,-94673.76,41123,5
23,5,9,29,1,80526.71,25346.31,20278.65,89388.68,35904.27,-59775.38,-12120.23,-59923.33,82010,81530,52623,83130,42813,10,21,8,Z7,7,111222,20915,195,111414,-80222.72,41817,7
64,5,8,17,1,48285.35,-74082.39,54635.17,-61825.13,11998.99,65138.58,-70969.46,-53841.2,71413,71223,50423,73123,92019,55,7,X,O8,2,92316,111213,177,83122,28147.67,52215,0
44,1,2,38,8,-56267.92,90179.42,59106.98,-66837.97,37718.53,-57694.12,75942.09,23841.24,60413,52843,52223,53143,82321,75,40,W,X5,3,122220,71521,165,92722,-32063.38,60517,9
64,6,3,25,8,11016.12,-62672.27,39183.98,74134.82,30448.97,33642.32,-39789.67,10354.98,100413,100223,51223,103123,42113,92,50,8,T1,6,72217,113118,159,51518,35461.37,71623,2
23,7,1,15,6,14080.65,-56249.69,-44741.81,-17214.13,-67283.63,-31518.83,19676.36,78735.85,122512,122032,52923,123131,101914,20,58,Z,V5,2,22913,111319,110,122214,-16000.6,62923,7
23,7,3,99,1,88997.61,-89403.33,-61124.56,45605.4,34212.79,-87262.7,-87910.76,-76981.58,42813,42333,51923,43033,92221,75,50,C,L8,6,81723,40621,179,101923,-42407.32,122919,7
64,6,9,6,2,57840.74,54300.22,75103.71,-51905.4,-70822.9,-4834.08,94888.47,68506.4,52212,51542,50823,53142,111419,28,24,Y,A1,8,121017,60521,175,30819,7593.51,70315,2
85,1,9,17,6,-38010.25,31099.21,72433.51,27647.73,-46946.61,27032.12,-64182.64,-31638.62,51110,50820,50723,53120,51720,24,96,3,U0,6,112319,121919,160,62820,-50027.63,71919,4
44,2,5,32,0,3174.01,72716.31,2174.57,-58002.51,67919.72,-66614.02,47166.62,-720.38,111110,110630,51523,113030,82920,48,94,W,V8,4,113118,81220,151,41015,-61784.8,110420,4
85,2,2,84,4,-75315.6,-43003.16,86414.73,-21902.67,9289.1,57433.19,-88426.39,4893.6,92410,91640,51323,93040,111819,29,54,O,V6,6,111213,111323,152,12020,-10326.79,92821,5
23,7,7,3,7,-77034.95,-35470.75,35874.13,-37679.68,5688.54,-31389.13,-64397.19,53814.32,51512,51032,52223,53132,81717,18,51,Z,I3,8,80214,122121,118,62221,72837.2,70218,9
64,7,6,25,9,89773.51,81883.62,42279.18,44629.2,-1101.74,-48811.89,-79804.96,-68801.63,21511,21031,50523,22831,50521,58,45,D,S5,5,40323,52415,184,30320,-49094.34,70116,9
44,2,9,3,5,-79840.14,-63018.15,-28948.63,40941.05,81211.37,27422.64,-46831.75,11706.73,60414,60124,51923,63024,101917,72,11,D,I5,6,22116,82823,168,110415,9454.25,42218,3
44,3,1,39,5,-73849.07,-62276.01,-30552.12,-3625.76,-16254.04,8693.61,-85992.43,90734.78,31412,30742,50423,33142,61913,96,77,L,A8,8,100716,83013,166,91421,-30195.46,91419,9
64,8,3,2,5,65706.44,-58859.48,-98344.93,94662.53,86401.36,69034.01,76705.95,-40155.78,60911,60621,51623,63021,91317,34,40,Z,C4,7,113118,92222,110,101819,-42209.93,50616,5
44,3,8,77,0,56440.07,63347.55,92827.86,-76638.33,-60572.78,-24533.43,-19110.42,34658.73,62614,62134,50723,63034,82618,34,69,I,I3,9,51713,120422,133,62218,-27103.06,32614,4
44,3,9,13,3,-18365.09,7995.15,34977.21,94979.79,-87578.08,-27701.33,-33576.16,-96922.81,60110,52440,52123,53140,81121,1,64,E,T9,3,111819,91218,152,121316,-57478.42,32316,3
85,3,6,86,8,-2922.65,-99871.11,-95331.63,-60205.9,-1787.95,52866.15,-19659.67,53208.48,11213,10543,52623,13143,40914,19,30,C,F4,9,70622,31016,111,91813,-22798.98,42521,1
23,9,2,77,3,73198.9,17984.93,56870.5,-10320.69,83809.16,89936.2,8257.89,98109.27,82711,81941,52723,83141,93022,21,61,G,A6,8,52019,80713,192,72616,-55845.19,20717,6
85,3,8,57,4,-32027.15,75685.26,-23505.32,-15357.58,72410.29,-65590.78,-6305.42,-72392.8,122812,122622,51823,123121,10116,12,98,R,D9,1,71323,90223,108,40814,86173.79,90817,2
64,9,3,57,3,-403.93,-77124.98,-63568.14,49734.18,69558.89,-56836.3,58769.48,-50131.99,103011,102241,51623,103141,53118,66,88,P,X0,9,80121,82319,193,61620,87498.61,72414,8
85,4,2,28,6,92682.01,-59762.34,30642.86,36596.07,88780.33,-58051.1,-4665.63,81590.96,111111,110631,51223,113031,82014,26,74,9,Q8,5,42416,72513,103,60223,-20354.34,22917,5
85,4,9,5,2,-32730.22,-70497.36,-74236.57,41191.4,93382.99,49631.96,-42775.67,95698.72,80511,72841,51023,73141,20320,63,15,T,S5,7,42319,120321,179,83121,-8757.83,42818,1
24,1,2,99,3,31823.05,75045.52,20941.78,-48560.63,869.03,36913.71,90667.77,54939.9,111211,110921,50223,113021,32313,88,88,I,F6,3,101822,92622,139,20514,78879.07,50314,9
65,1,1,19,0,-59824.41,9211.25,-42946.16,331.35,-38678.59,-65534.15,-35785.11,47949.71,80713,80523,51423,83123,73116,71,15,C,H6,8,110619,121314,179,101219,53285.9,82023,2
44,6,4,16,6,-88324.41,-21029.32,-65277.21,-9676.02,14864,38788.16,31977.79,-10993.66,61413,61223,52523,63023,91620,86,51,H,D4,1,111222,83018,172,50416,-68101.55,43016,6
85,6,1,55,8,-91548.73,70607.71,9100.4,56130.57,10788.75,1318.85,-23969.69,-54225.33,41412,40932,51023,43032,40714,97,54,B,J7,9,110613,102615,116,71523,36916.14,82220,2
44,6,6,14,5,84263.05,-20164.5,44564.65,18738.23,79119.44,-99931.6,-62395.78,83555.44,73014,72534,50823,73134,92622,74,74,6,N0,9,41019,110921,147,31713,62222.13,40313,5
85,6,5,8,7,3384.68,-27506.62,16154.96,-99642.66,70747.93,98741.1,21832.89,-25002.72,121112,120632,50723,123131,101016,66,39,W,L0,6,11320,80722,191,61514,-58745.55,21523,6
65,1,7,16,6,-74823.39,54709.44,51659.47,6144.51,97898.22,-77881.91,-42640.55,-81009.94,112512,112032,50223,113032,92715,89,83,D,T4,3,41118,101317,146,121619,87592.44,40216,6
24,2,7,88,2,-23922,-24874.15,37483.09,-54567.77,-14369.92,-65246.9,30674.07,84542.81,21312,20542,52223,22842,102318,88,93,N,R8,8,71520,102821,146,71116,29959.15,12822,9
24,2,9,97,3,98160.84,54384.51,88293.26,5475.71,53160.6,-51914.74,-1834.21,84160.79,50713,50523,50623,53123,80418,89,93,S,Z9,8,60415,102819,151,20822,-51979.21,31816,3
85,7,3,46,7,-25144.54,-45479.46,-64420.47,35722.2,54975.91,-69310.15,13218.17,46555.79,31110,30340,52223,33140,40115,38,74,K,R1,2,10814,121123,174,10520,62238.66,122522,6
44,8,1,74,7,31672.83,50135.87,-63915.14,-22986.32,-29589.66,-10253.46,-90166.95,22234.51,41811,41041,50923,43041,53019,57,13,J,V5,8,51223,102917,183,70317,-13311.14,62722,6
85,7,9,20,9,11485.4,27414.55,-71052.95,84500.51,-21785.58,-8370.02,93572.13,43874.02,20312,13122,50623,13122,123016,21,49,3,K9,4,61921,41218,189,91722,-95190.21,61922,0
85,8,2,11,8,-98618.97,71243.96,-76131.92,-90251.72,54708.15,-40738,-18995.79,29079.73,70811,63041,51123,63041,112914,72,23,L,O3,2,70619,81713,196,102215,-62590.98,62420,9
85,8,4,79,0,-88507.09,-55202.76,-18291.51,-70412.54,-17195.17,11287.64,19912.91,-48773.76,70712,70522,52123,73122,22021,58,90,D,T9,8,102913,61221,187,20319,-22312.38,10616,8
85,8,9,58,3,-64103.4,78282.6,92209.26,-18739.2,78460.13,35200.31,-86651.33,-23050.15,90514,90224,52323,93024,60616,62,59,W,Q2,2,62720,62622,169,11018,8402.28,10814,3
65,4,2,74,2,-16038.74,-13929.47,57755.27,62108.5,-53818.09,-61777.64,66982.68,3770.31,102813,102333,51723,103133,52015,77,5,0,E5,9,10814,10120,172,121116,-28020.65,93015,1
44,9,4,91,5,-81702.73,24705.52,56391.23,63310.15,10241.12,47110.55,88381.35,-39497.23,62313,61833,52023,63033,11522,99,2,C,Y3,8,90513,20120,199,22921,89914.36,52021,0
65,4,4,95,2,-34977.12,-87089.34,-57065.77,-28938.33,-38378.26,16670.82,-4408.02,20413.9,112014,111534,52223,113034,71517,37,95,E,C1,7,122418,13117,185,102614,87126.11,23018,0
85,9,3,25,3,58578.52,82340.83,54244.84,49750.55,53313.22,-20196.06,-70862.31,25919.86,42910,42430,50423,43030,91014,48,85,D,I3,9,100916,21513,125,111022,-89068.8,70720,2
44,9,7,13,5,-34826.22,-90270.22,60562.34,66386.59,58101.12,35833,80999.67,-91221.33,73112,72922,52523,73122,30116,44,46,U,P8,8,82617,110322,185,82915,88589.34,51815,9
85,9,4,50,6,-29442.55,-95265.01,19653.23,30462.76,-66149.84,-1446.97,-54517.77,-41217.48,121012,120342,52723,123141,90521,70,53,5,I9,7,91321,91816,126,82819,-44170.19,31117,9
85,9,7,86,9,83806.22,-59390.64,-61477.35,50020.28,-74535.56,59931.04,-34533.71,93242.11,70912,70722,50423,73122,50216,86,68,L,Y7,6,82120,72516,143,101714,-31098.6,11823,9
65,4,9,34,3,-62360.02,53178.57,-82273.98,86666.03,16043.54,21572.03,-25697.53,81757.43,122111,121631,52023,123130,92815,54,97,A,F3,8,50918,12717,101,43113,-68557.38,90823,2
24,5,6,22,9,7497.86,92844.6,21115.46,82742.54,-93193.48,-6219.78,-73251.29,-69387.29,122211,121921,50923,123120,122714,38,68,7,P8,1,101322,52016,121,32616,-44450.23,41322,5
65,5,4,97,9,-19672.57,56378.9,-55020.47,83770.76,11155.4,84520.64,-24388.51,97391.91,20214,13124,51223,13124,32015,79,76,R,D6,2,81221,81823,108,62520,70179.88,72115,2
65,5,5,46,1,43161.98,4155.92,90185.9,-18936.28,-24834.92,15415.33,30741.13,-72479.55,32910,32140,51223,33140,72620,59,33,3,O2,1,103015,50816,189,112613,77983.36,112223,1
65,5,7,67,6,54579.52,-53807.62,-5338.77,10142.74,-42726.13,93170.23,-41664.42,-31948.89,13113,12923,50223,13123,101214,49,86,E,Q9,7,91720,62722,153,100421,-1230.45,50617,7
24,6,2,25,5,-84951.33,-28230.28,4173.66,-3717.52,43414.03,-95418.84,50486.14,35797.64,12213,11543,52823,13143,71714,90,73,N,A4,7,122118,90418,109,110121,-67570.42,120616,9
24,6,5,89,1,40136.14,90526.08,-23298.08,12715.78,93325.25,-81471.89,52078.51,55679,21210,21020,50623,22920,60419,32,34,Z,G6,2,90915,52517,168,122223,-51905.59,32023,1
24,6,8,36,9,-27833.7,-78978.32,1253.63,59310.69,38647.6,-87340.05,-35180.43,-28242.06,82212,82022,50623,83122,62322,48,54,W,M4,8,81523,53123,189,90620,18540.03,51416,4
86,1,2,35,2,11324.48,6606.26,-13777.94,-26705.37,49372.72,28633.2,29884.49,-65914.37,112912,112242,50523,113042,82118,8,64,V,M5,4,81116,20318,113,21815,-16576.34,92813,0
65,6,6,87,0,73117.88,-34874.34,-93071.35,-91971.92,-33080.82,71549.92,42675.06,98174.34,42511,42031,52223,43031,120322,53,17,D,L9,9,101815,41016,120,121114,-24651.49,13022,0
65,6,7,78,7,-97022.91,-27331.15,-16457.8,-25539.96,-94239.84,-64220.95,4971.22,-35369.28,110611,110131,52223,113031,52621,4,64,N,Y5,7,70720,70915,198,61315,-93862.86,122721,1
24,7,3,53,5,-34235.69,32914.27,77112.77,83996.44,-75969.57,11894.9,47644.15,-13871.92,51214,50924,51223,53124,10213,77,12,Q,K3,4,71019,92913,176,70813,-97029.92,91915,3
24,7,4,63,5,-95303,84636.28,29659.09,77314.37,-86199.41,46043.12,-3633.5,-42541.82,121011,120241,52923,123140,100118,13,73,U,Z7,8,121419,31815,171,112617,-61942.64,32014,0
86,1,7,33,4,-51228.98,-52041.28,5297.85,-27005.85,67580.04,-79506.37,-34408.88,-33187.12,111211,110731,50723,113031,31314,21,29,2,U2,7,31919,101921,146,31617,-91981.21,92513,8
65,7,2,3,9,56385.07,37027.28,-7156.11,44658.08,45570.92,-67384.63,522.77,99825.11,92213,91543,53023,93043,70317,39,24,J,T8,3,62520,80821,118,41120,71397.89,41213,4
45,2,6,89,5,-86690.95,-76980.06,39733.13,751.17,81902.31,-82091.47,-18084.64,96749.57,60313,52743,52523,53143,50116,45,89,G,C1,2,30115,20917,111,70216,91643.26,41614,2
45,3,3,31,0,65524.3,50235.96,-18142.55,-96675.37,80094.49,-20899.41,-17602.49,-24391.11,43011,42721,50223,43021,11316,8,78,2,D6,4,82317,91617,135,110221,-25123.53,61819,3
65,8,2,17,2,-22826.26,38358.96,67164.57,15930.31,93107.96,1542.35,26508.39,-95374.46,12912,12142,50423,13142,121016,4,10,M,I9,5,110718,72622,157,70620,81047.36,91214,0
24,8,5,71,8,-88046.43,-50433.2,23486.4,28715.35,-40271.41,-90875.28,79573.71,21810.64,40913,40243,50523,43043,41120,10,80,I,E7,5,111313,62719,186,42814,71035.81,30613,1
86,3,2,99,4,36531.26,-75390.95,-24346.24,79866.62,-34885.37,-51842.68,48279.68,-8991.9,22013,21343,52923,22843,90422,30,50,9,O1,6,42713,72714,112,61816,43609.97,90515,1
45,3,7,49,8,26890.85,-5109.08,-46032.27,-62166.04,95940.44,-30931.83,-79333.15,-1693.45,50313,42833,50823,43033,11320,4,79,T,N2,5,81020,41821,118,80615,-18929.63,20316,4
86,3,4,86,2,-58997.36,-33498.47,-91901.64,-13779.04,-38211.99,26615.23,69493.23,-36440.76,80411,80121,52723,83121,70618,84,85,S,V1,1,11820,12419,103,13116,49588,103019,7
65,8,6,14,2,90367.63,91828.85,1043.14,96456.61,-6261.34,-5955.78,90353.28,27346.27,61114,60634,50823,63034,101017,60,3,I,U4,8,51019,71316,135,20123,79788.61,50514,4
45,4,1,43,4,22267.83,66762.72,-72121.48,-92626.2,-49598.77,19694.07,-49310.93,10489.72,92911,92621,51223,93021,72121,37,28,D,R2,5,122019,110620,148,101513,-27253.59,120620,1
24,9,5,18,6,-34546.69,6768.84,-94185.5,-28492.91,38692.38,-35032.93,6327.6,-56130.46,120411,112931,51123,113031,110116,54,85,X,U8,5,50922,81619,100,90222,-63916.62,73117,6
24,9,6,59,5,56667.48,-75527.5,50659.33,1629.78,26529.23,-94667.91,68212.09,-48605.77,20914,20244,52223,22944,21120,92,38,5,W4,9,22413,31318,169,31118,17256.07,22215,5
45,4,5,55,0,-82023.43,-64694.29,-12540.15,59669.91,-53183.31,99600.05,-27553.52,-29048.97,70813,70333,50823,73133,31821,85,16,I,F5,9,61919,50819,115,10917,42918.81,60215,7
45,4,4,66,5,-88383.04,21367.68,-53247.19,-63873.29,59182.09,98419.72,5603.43,36820.28,120312,120122,52723,123121,90713,36,18,C,R4,2,60121,121516,185,50420,22101.89,93114,4
45,4,9,28,1,91968.28,-26839.37,-22714.73,-62154.39,-19908.41,-62447.11,-58813.87,11755.48,80611,72941,51923,73141,50214,23,72,U,O3,6,50918,62021,144,72518,-42102.78,32520,0
86,4,6,11,0,42736.97,51721.25,89276.42,29118.76,81720.71,34746.15,-96159.43,95827.67,121013,120823,51723,123122,123115,67,82,T,U3,7,41123,122920,199,11515,22884.65,60723,2
86,4,8,77,0,68939.8,-65035.45,64660.2,49971.31,-86811.5,78226.8,-12931.44,-34655.78,70110,62630,51223,63030,31620,46,64,R,Q3,9,73120,90614,166,102316,-81873.4,122413,8
45,5,2,36,3,-57909.4,-52587.16,84571.15,-83829.66,-46642.29,-78425.92,77691.64,63322.87,10512,123131,51423,123130,102915,80,36,7,Z5,5,83022,11319,107,20613,-67980.49,10419,0
25,1,1,47,1,-58135.96,25538.69,24943.76,4703.13,43270.11,4834.92,-51606.38,-82647.67,13112,12342,52723,13142,70319,30,69,7,M4,7,42422,60319,145,52816,94336.33,121423,5
86,5,9,40,1,409.03,-92826,-23302.99,-81790.8,86745.46,47352.16,31493.34,-69087.89,101914,101144,50923,103144,50217,23,18,Z,B6,6,73117,122616,183,50317,53974.58,50818,3
66,1,2,81,3,46329.37,-46920.12,91844.85,64107.52,76253.77,-21378.72,71960.73,-77217.62,83014,82534,50823,83134,91516,28,22,P,R3,3,122419,12519,101,70822,-25853.58,52222,6
66,1,1,90,2,66716.91,25903.5,-76266.8,96410.87,66029.68,52112.18,72028.94,72674.89,90713,83143,50423,83143,52514,67,44,S,I7,7,102023,72313,140,90620,44887.67,31413,6
45,6,6,73,9,-14903.2,-98891.14,-53728.61,-62328.94,76765.38,12831.02,-24803.83,-29925.38,22314,21644,52623,22944,42518,74,36,P,W3,4,100817,112523,109,90616,-97669.24,41220,9
25,1,9,93,0,-74152.28,23499.31,-78724.33,-33891.28,54449.31,-51539.39,30297.5,28659.07,53012,52342,52323,53142,100716,59,20,C,B6,8,72915,62317,116,81217,-16389.34,30319,9
66,1,7,10,8,76024.05,-67766.09,84984.86,67343.19,17783.27,-89542.86,-11188.61,-64762.07,90411,83031,50323,83131,81619,76,70,C,H2,6,72814,32114,173,32416,-4455.51,101718,9
25,2,1,86,5,19697.83,3112.34,84392.01,-83332.95,5867.52,-75686.08,32518.49,32023.21,102612,101942,52523,103142,102613,18,32,K,S4,3,112817,32514,182,20922,-48758.11,71917,5
86,6,8,83,4,-79722.66,-95020.86,50424.91,63706.4,-52389.18,55964.66,-37660.32,68509.84,70310,62540,52523,63040,51119,68,84,M,M6,2,11322,10213,160,32515,44268.76,31219,7
45,7,6,97,5,-38436.71,-32207.97,-958.85,92439.31,62063.05,92390.39,39700.95,-81696.34,112114,111634,51823,113034,71016,48,84,N,S3,5,91519,112523,146,21520,-497.67,90117,7
66,2,5,62,0,-4415.69,-95296.56,57193.82,-32561.19,33888.94,-63865.24,-86385.53,12462.04,91610,91320,51323,93020,72418,76,89,I,N6,4,52515,52919,121,90718,89748.54,12218,2
86,7,2,96,7,-60720.1,-28808.2,61514.5,-39182.65,-17860.62,33617.68,94798.14,35882.33,51412,51222,50523,53122,50622,15,22,1,P8,2,41920,22220,107,12320,-77399.46,91817,8
45,7,9,1,2,-45291.44,41081.15,-66625.3,-20427.96,-55141.51,48037.75,26839.42,64678.33,111213,110733,50423,113033,82818,33,68,P,O5,2,82818,70721,187,112013,88595.7,70323,0
25,3,2,47,3,-89793.57,-67105.25,-91986.68,61592.95,-93958.24,-84764.4,-79753.8,-60709.23,70713,70523,50123,73123,71322,84,99,2,W2,3,61415,22623,123,111823,72157.1,112113,6
25,3,3,36,1,-98679.12,86608.52,3112.16,-4141.83,14559.45,-42287.7,37262.03,34562.8,30210,22820,50823,22920,51815,25,24,F,L8,5,22314,51916,126,11616,52179.5,110618,8
45,8,2,95,6,74037.69,-4921.07,50653.13,-74959.44,-30304.17,44148.51,-78098.82,24013.81,122912,122722,50323,123121,11221,83,17,O,Q4,8,90214,62920,145,41422,44252.63,10523,4
86,7,9,95,1,-32390.91,-44433.19,83284.51,78545.88,64837.52,-92022.96,-53503.2,-17949.41,121313,121123,50323,123122,32122,98,30,6,X0,3,111021,72116,105,91319,64833.26,61122,0
45,8,4,52,1,-59260.17,-17945.72,-70915.54,64550.81,-82923.78,-61036.12,-47403.33,-37091.56,112310,112020,50923,113020,30819,43,21,2,O8,6,71217,92516,188,22717,12094.76,52420,7
45,8,5,93,7,84571.01,21690.39,80952.25,68585.35,19417.53,75581.85,99075.99,-85967.41,62012,61342,50523,63042,60917,60,78,E,O0,8,92314,102622,139,82518,91478,32318,8
66,3,4,60,7,88323.63,-78474.71,46579.48,5392.93,-16633.86,82674.69,82039.56,36168.49,10314,10124,51823,13124,12015,70,53,X,C3,2,51214,63119,166,93121,-33766.15,22716,7
21,3,2,39,4,44952.11,-52290.6,-86515.64,33562.62,-95866.8,65975.52,-94680.34,57692.05,110910,110430,50223,113030,31214,44,20,1,R7,6,51113,92018,138,20613,-64389.82,51617,7
45,8,6,68,3,60075.22,-57115.03,13875.09,-52430.45,69424.39,49900.1,11693.05,-6910.49,10511,122840,51123,123139,90717,25,71,D,K1,1,102020,111113,100,32616,-75731.09,101619,2
45,8,9,97,2,-97448.61,-8672.81,53848.27,57728.28,42787.02,21343.84,-51168.5,-53319.41,10513,10323,50823,13123,22316,68,73,O,K0,1,80814,100820,145,71219,-64087.97,81122,6
86,9,7,22,2,-48857.6,-68789.06,-36372.37,-45191.97,-98873.44,13169.71,-16279.55,92260.6,82112,81922,51523,83122,112422,25,71,O,P5,7,81717,51715,133,71815,-26022.37,92413,8
86,9,8,89,3,3517.87,62260.47,-64980.18,63280.56,-43593.71,-71251.4,-86859.93,84199.36,42313,41643,52323,43043,122914,10,15,H,K1,2,83114,70119,170,71715,66396.02,102220,5
25,5,5,65,5,-17837.45,40414.61,14083.21,98087,6280.89,51399.07,-94854.2,42742.32,11612,10842,52823,13142,72114,66,43,E,M7,7,80620,50616,190,102320,685.57,91914,7
