ITEM-NBR,ITEM-ESTD-CST,ITEM-DESC,ACTL-NBR,ACTL-AMT,RQSTD-NBR,RQSTD-AMT,PROJD-NBR,PROJD-AMT
145,-97381.89,Cultivator,7400,70942,998437,-48162,748790,-12934
148,-49428.86,Rear Engine Lawnmower,7401,82684,900408,31443,478683,90390
136,-57606.54,Irrigation Pump,7402,30067,675541,-91455,309377,78510
104,-76098.36,Combine Tractor,7403,-33089,369435,-84144,983059,-54350
129,18990.96,Planter,7404,-82591,424133,-20212,597114,45858
118,56611.05,Pelican Bucket,7405,89899,563250,96942,208675,-12340
127,-89126.98,Chain Saw,7406,32697,331188,47910,820145,-17995
125,18046.29,Front End Loader,7407,-33624,827893,-63371,533007,64854
146,14765.59,Harrow,7408,-73368,101746,-58543,379682,-56711
111,54541.56,Straw Blower,7409,2528,403115,14310,765331,97193
103,-90833.79,Four Wheel Drive Tractor,7410,29673,613024,-63205,214118,-78164
142,-36589.77,Plow,7411,58462,956542,-83555,335899,71417
100,-64953.95,Compact Utility Tractor,7412,-87245,534846,-63980,458822,-14768
109,16329.42,Digger,7413,-19699,925880,95675,900499,10350
144,26142.96,Trowel,7414,96728,606213,-82482,566390,77537
133,97895.01,Drill Press,7415,-86006,325226,16539,772947,-19656
134,-69199.9,Chop Saw,7416,64471,384915,-39430,892016,-31643
123,17853.79,Wagon,7417,23414,295614,91570,191340,67356
106,-13522.57,Cotton Picker Tractor,7418,79925,169958,72183,974806,-72684
122,-95984.11,Back Hoe,7419,-31320,864613,6202,369068,23155
143,-73476.58,Thresher,7420,98089,953220,76467,430078,33147
131,-79383.54,Grab-Hoe,7421,23319,715494,-19483,507672,35105
147,10482.8,Lawn Tractor,7422,-73698,927146,-97454,638062,-74351
121,45673.05,Loader,7423,88519,540538,-14332,737467,-16591
113,41166.11,Slurry Tanker,7424,1781,713073,-43404,826097,61825
130,-52286.38,Spade,7425,5900,327395,-49057,570171,-84278
112,39531.1,Bale Spear,7426,-67725,186578,-44948,533322,-20623
110,1082.6,Mulch Tiller,7427,-46205,524194,36126,544378,-24209
138,90334.7,Bulb Planter,7428,-49112,704382,35920,165382,-3682
120,-52917.45,Seed Drill,7429,10950,269966,-86150,656319,-31425
115,-59400.78,Backhoe,7430,87219,486161,-2184,319959,80450
141,35015.17,Rake,7431,47204,189479,-3468,415702,-62092
137,-20406.97,Seed Drill,7432,47573,424414,92957,336509,70727
108,-28391.4,Round Baler,7433,7352,779409,96420,608577,-67386
116,-33851.5,Square Baler,7434,-62717,179012,67561,527801,32861
126,70913.29,Fertilizer Spreader,7435,79304,371332,-88420,305271,69008
139,-71315.06,Pick Mattock,7436,-61639,412378,-1633,764961,-10576
128,85480.01,Saw Mill,7437,-14782,863393,-4777,491555,-1800
140,-957.53,Sickle,7438,38467,331063,17232,217643,-89651
119,261.67,Wheelbarrow,7439,-46795,229769,-52785,100006,-15735
135,-47941.42,Backpack Sprayer,7440,-9028,780714,90974,928120,-78947
124,-41175.35,Lawnmower,7441,-26090,754453,-45703,961497,-26888
149,39816.07,Electric Lawnmower,7442,75142,883056,64703,419688,-31334
114,57074.11,Grain Auger,7443,-23685,663467,-11375,250632,14441
101,-73115.97,Utility Tractor,7444,-84212,790723,-94774,541470,55348
105,-27143.05,Cotton Stripper Tractor,7445,23419,714182,-9202,488393,36932
117,-72393.6,Seeder,7446,-61453,876010,667,268749,10578
107,-42762.3,Sugarcane Harvester,7447,-4531,356026,96142,530791,-59589
102,-7977.96,Row-Crop Tractor,7448,34095,892265,-63131,143356,-19434
132,15103.43,Work Bench,7449,60623,454121,86450,947335,-73226
145,-56210.01,Cultivator,7450,-73629,257064,-83893,700349,-2826
148,50413.57,Rear Engine Lawnmower,7451,44385,414999,-4672,740277,80428
136,-78061.96,Irrigation Pump,7452,-36466,694900,-71113,600208,-49813
104,53793.77,Combine Tractor,7453,65896,354954,76583,466977,-70934
129,91030.51,Planter,7454,-57542,391635,-65202,377053,4493
118,73376.54,Pelican Bucket,7455,-38741,609542,79829,455812,-96895
127,-13608.17,Chain Saw,7456,26019,912597,63061,790043,44898
125,-70301.02,Front End Loader,7457,-51520,359961,51431,837619,-16993
146,11590.83,Harrow,7458,-77010,726134,77726,229436,57974
111,-61380.84,Straw Blower,7459,-2722,161433,-14458,421242,91318
103,92811.25,Four Wheel Drive Tractor,7460,92485,546306,-98197,752338,72894
142,-46377.28,Plow,7461,26599,691398,11992,868407,-99858
100,-89030.96,Compact Utility Tractor,7462,-61407,566283,-91802,362302,53122
109,48972.6,Digger,7463,67792,380235,-44438,269223,-70681
144,-91416.41,Trowel,7464,-76832,554928,22204,225043,-79669
133,37218.52,Drill Press,7465,-17818,382017,-26697,236527,52967
134,-65867.53,Chop Saw,7466,22294,536422,-11917,862054,-26758
123,10228.9,Wagon,7467,-87611,409247,77093,238300,-84921
106,-76721.77,Cotton Picker Tractor,7468,-13447,305962,23271,247850,-87564
122,-9491.45,Back Hoe,7469,3845,586855,47942,275645,-49340
143,31230.27,Thresher,7470,-64487,419078,49765,331481,5596
131,-40629.61,Grab-Hoe,7471,65314,801465,91208,298294,-10751
147,-64706.8,Lawn Tractor,7472,-80960,517247,-42352,278861,-3413
121,-46275.92,Loader,7473,55081,118549,-87058,517021,21312
113,-74027.05,Slurry Tanker,7474,21718,220018,64656,128471,88315
130,69564.59,Spade,7475,45914,526493,97792,901273,-14627
112,93820.4,Bale Spear,7476,58258,921769,94867,820792,-81352
110,37554.16,Mulch Tiller,7477,55649,495821,28769,529568,15073
138,-59055.77,Bulb Planter,7478,99962,391889,-48694,691882,9392
120,-74936.33,Seed Drill,7479,-32386,291013,29886,717369,40723
115,-81041.43,Backhoe,7480,-24814,354772,-8910,117120,33798
141,-93433.05,Rake,7481,4035,550881,47454,775744,60736
137,-27709.86,Seed Drill,7482,68429,126526,-10069,185852,-29271
108,-46865.96,Round Baler,7483,44322,914846,-14012,943274,-24720
116,67318.2,Square Baler,7484,79234,398121,-8933,694405,-14856
126,67035.49,Fertilizer Spreader,7485,61093,308008,-87472,945815,33983
139,-29419.9,Pick Mattock,7486,60931,486982,67881,110844,-12875
128,-64833.28,Saw Mill,7487,-42061,313496,-97670,211512,73850
140,-39015.59,Sickle,7488,33150,413720,-69020,422132,92336
119,-85042.98,Wheelbarrow,7489,46766,268780,82781,197862,-88506
135,-11843.66,Backpack Sprayer,7490,-9572,191743,-37282,504674,82766
124,-34275.02,Lawnmower,7491,-3963,701213,2399,391792,-71398
149,44320.82,Electric Lawnmower,7492,-9590,303651,51661,730681,-17020
114,15319.95,Grain Auger,7493,36465,900842,92333,282908,-42746
101,-90566.75,Utility Tractor,7494,46724,878983,86507,247356,-97428
105,-86800.38,Cotton Stripper Tractor,7495,76365,434183,4779,881703,24316
117,88473.22,Seeder,7496,-14910,296227,75406,442798,71940
107,-344.29,Sugarcane Harvester,7497,93015,440217,-54963,731235,-12667
102,-19046.49,Row-Crop Tractor,7498,-54642,491604,60008,600772,-44871
132,39483.57,Work Bench,7499,96235,910371,-55360,997518,23791
145,-87053.84,Cultivator,7500,-41557,711644,23210,778022,58922
148,5047.17,Rear Engine Lawnmower,7501,98405,978045,-68425,255510,-39348
136,-54775.49,Irrigation Pump,7502,47829,133317,-81923,705795,-66516
104,3236.11,Combine Tractor,7503,16199,167980,-75914,583756,25281
129,-4756.16,Planter,7504,-66017,139461,18277,974675,-68486
118,17629.2,Pelican Bucket,7505,17823,305913,98208,222200,-51120
127,56695.21,Chain Saw,7506,57989,370640,94546,236793,-89753
125,90937.61,Front End Loader,7507,-88811,125734,14617,503538,15848
146,36891.77,Harrow,7508,-82681,820998,98177,689684,74770
111,-52920.06,Straw Blower,7509,-7303,163725,90151,157350,36369
103,-13951.47,Four Wheel Drive Tractor,7510,4571,312125,-38098,906288,68572
142,-98851.38,Plow,7511,96329,408159,-52466,671345,21176
100,-16891.98,Compact Utility Tractor,7512,39971,187847,66592,891851,-66933
109,12267.59,Digger,7513,99938,484277,24282,357953,11765
144,-61435.21,Trowel,7514,-12812,458634,70158,418395,-65269
133,-72725.05,Drill Press,7515,4446,774461,-25508,610115,24565
134,-20436.54,Chop Saw,7516,16565,754639,11978,122836,-33373
123,34800.42,Wagon,7517,12749,313165,-3604,676901,-54260
106,75182.02,Cotton Picker Tractor,7518,82707,741868,17693,493389,143
122,82588.13,Back Hoe,7519,-49161,764600,51412,825551,-80000
143,21184.02,Thresher,7520,-35431,355785,19239,310043,-55513
131,-72196.13,Grab-Hoe,7521,-20616,407046,3900,769978,-85023
147,39686.61,Lawn Tractor,7522,37607,729201,63490,751720,-91618
121,-9028.44,Loader,7523,47457,648305,63412,913374,96131
113,81889.97,Slurry Tanker,7524,-26438,949814,50260,680916,-395
130,28880.68,Spade,7525,-70397,125610,-32571,954719,-48617
112,-79806.4,Bale Spear,7526,10009,120497,-45449,582369,54156
110,-64776.87,Mulch Tiller,7527,39047,110184,61998,806637,-44560
138,-78976.21,Bulb Planter,7528,-95526,635274,-14334,694009,59774
120,54799.7,Seed Drill,7529,63690,991913,-19244,217895,90287
115,-72937.4,Backhoe,7530,10642,738995,58714,761032,-8675
141,14083.17,Rake,7531,-21243,674452,-90015,144786,1910
137,-51134.79,Seed Drill,7532,-72637,394953,84315,996036,65262
108,37820.75,Round Baler,7533,58096,147962,62822,440368,91218
116,-83871.03,Square Baler,7534,30586,662335,63037,683239,33677
126,91093.6,Fertilizer Spreader,7535,-58730,715053,56835,445216,-38048
139,56811.37,Pick Mattock,7536,-27044,735843,-98885,888680,-58176
128,15433.34,Saw Mill,7537,-70954,535345,72486,426845,-91904
140,-12788.95,Sickle,7538,-63096,395826,-84046,885325,40226
119,-30255.7,Wheelbarrow,7539,18139,865404,-98983,961252,-88281
135,80617.29,Backpack Sprayer,7540,92315,469402,-45947,940422,-25150
124,44451.62,Lawnmower,7541,94803,197995,-97989,114209,-61437
149,50517.12,Electric Lawnmower,7542,-47906,264348,80577,479592,67586
114,80114.13,Grain Auger,7543,47163,483149,-98325,825250,-2002
101,2492.45,Utility Tractor,7544,14455,516844,-18208,828216,78134
105,-72838.41,Cotton Stripper Tractor,7545,33330,795899,61213,254835,-86202
117,-82937.83,Seeder,7546,87136,964540,-61015,310987,66724
107,-60062.7,Sugarcane Harvester,7547,-28568,758088,27097,570507,-73334
102,1053.31,Row-Crop Tractor,7548,17071,312420,35932,565974,22621
132,51904.05,Work Bench,7549,58727,547784,23846,724388,84787
145,-45567.58,Cultivator,7550,15121,248560,-18007,738120,-22334
148,-60605.74,Rear Engine Lawnmower,7551,-67164,280535,98313,706987,65824
136,-34480.25,Irrigation Pump,7552,-6888,341120,36691,182516,32379
104,78577.6,Combine Tractor,7553,45375,986159,97817,125963,-18088
129,44879.23,Planter,7554,-62051,843544,-13420,596964,7017
118,58872.83,Pelican Bucket,7555,26167,839340,64028,827248,-54852
127,-20203.41,Chain Saw,7556,24078,874408,48352,782571,58716
125,-1347.21,Front End Loader,7557,-89404,146505,-34810,241900,42139
146,23939.91,Harrow,7558,-85783,967466,10526,603891,57369
111,-59355.52,Straw Blower,7559,52232,318837,-89827,488524,-84556
103,77203.11,Four Wheel Drive Tractor,7560,93601,803234,10108,691447,43005
142,23961.32,Plow,7561,1968,288117,60253,997595,67610
100,85985.08,Compact Utility Tractor,7562,3741,172492,3475,832002,-69374
109,36610.57,Digger,7563,-24188,449021,-71856,923056,-49906
144,64012.06,Trowel,7564,-31597,884014,-73326,655822,26391
133,84441.04,Drill Press,7565,-94364,225151,-59570,310700,-15505
134,41376.43,Chop Saw,7566,-95293,111645,-66578,156738,49565
123,50625.3,Wagon,7567,-82195,289892,14072,705374,-56249
106,-50596.47,Cotton Picker Tractor,7568,58668,892008,1656,585850,63721
122,-85728.9,Back Hoe,7569,-7516,544496,-51833,796728,68026
143,-80410,Thresher,7570,-60211,195168,98957,574752,90984
131,-3964.86,Grab-Hoe,7571,-85456,423202,-47154,311315,55461
147,22293.65,Lawn Tractor,7572,-27083,205852,-79518,945549,67287
121,-70170.95,Loader,7573,39509,100917,78116,758624,-23192
113,78193.37,Slurry Tanker,7574,19032,512604,89691,837757,-90335
130,60530.56,Spade,7575,-36031,593797,-59628,529508,-23624
112,50198.6,Bale Spear,7576,16390,662519,-1465,697871,81709
110,4539.8,Mulch Tiller,7577,305,389728,42098,374344,-24953
138,80603.84,Bulb Planter,7578,-7659,348525,-18338,343035,-44304
120,37505.42,Seed Drill,7579,31575,603858,-17906,963586,-36371
115,-51633.09,Backhoe,7580,-83289,970195,-22508,954279,93041
141,-69824.2,Rake,7581,89003,195401,61492,206356,24922
137,-97191.42,Seed Drill,7582,23156,722741,57255,717025,79771
108,4001.82,Round Baler,7583,37658,475942,86976,420410,37707
116,-45772.77,Square Baler,7584,-39895,643260,-20499,248201,-71525
126,-26831.71,Fertilizer Spreader,7585,-4132,423161,90135,965523,-40436
139,20752.15,Pick Mattock,7586,99860,696685,5983,566933,55933
128,84843.77,Saw Mill,7587,35230,269016,-12236,173875,-44536
140,40601.15,Sickle,7588,-99315,757484,60726,619881,55059
119,-78374.71,Wheelbarrow,7589,1193,951109,-45077,516823,-54037
135,-48145.75,Backpack Sprayer,7590,-6466,711477,-18087,203748,54608
124,16356.23,Lawnmower,7591,-23514,216239,-67839,915313,74520
149,55956.59,Electric Lawnmower,7592,-34712,687720,27127,413035,14952
114,74379.35,Grain Auger,7593,79162,199807,-2570,638914,73270
101,-36410.58,Utility Tractor,7594,64618,339190,-19065,238332,-50656
105,-69662.83,Cotton Stripper Tractor,7595,53110,629895,79996,901537,-62473
117,-55272.76,Seeder,7596,-3224,162544,95954,322433,38471
107,12514.66,Sugarcane Harvester,7597,93365,203276,-69072,861188,-12608
102,3738.55,Row-Crop Tractor,7598,76457,426649,-28827,265615,-36298
132,11854.34,Work Bench,7599,-7210,892045,-39908,608073,-54372
145,37811.61,Cultivator,7600,10270,713474,-6256,338888,-85920
148,58262.73,Rear Engine Lawnmower,7601,29842,608041,55984,453537,14520
136,51119.84,Irrigation Pump,7602,-63853,789732,-62427,992063,37110
104,53653.21,Combine Tractor,7603,-69393,991230,81034,397243,-2592
129,-8801.03,Planter,7604,-48827,221748,-60884,465919,-5388
118,-67006.97,Pelican Bucket,7605,-68194,736327,17808,558525,25986
127,63930.52,Chain Saw,7606,-69140,272767,-78853,718775,87070
125,-28863.24,Front End Loader,7607,-10710,467596,64781,821637,-4524
146,50205.09,Harrow,7608,-9686,398784,-77755,535486,38748
111,15266.16,Straw Blower,7609,-78034,549403,67213,279849,70009
103,10900.85,Four Wheel Drive Tractor,7610,-48539,666478,-15171,931178,91261
142,95853.8,Plow,7611,-91208,814948,-46339,149860,37428
100,-28510.24,Compact Utility Tractor,7612,19458,116404,64481,678264,98360
109,-97537.2,Digger,7613,-81680,990421,49202,459861,39216
144,29675.79,Trowel,7614,56850,759360,86687,919306,-94578
133,70045.47,Drill Press,7615,-94063,408629,57972,962002,76405
134,-94013.2,Chop Saw,7616,26196,758412,-539,328310,-84291
123,72207.95,Wagon,7617,93212,392381,-40001,419303,-84762
106,46209.24,Cotton Picker Tractor,7618,-11590,378248,-93509,254952,-78522
122,40413.65,Back Hoe,7619,-34795,468693,-37329,212370,7770
143,77404.04,Thresher,7620,28067,416049,-6743,951015,-43797
131,-99519.69,Grab-Hoe,7621,57631,598758,-20131,728546,-63289
147,-887.01,Lawn Tractor,7622,78702,630608,60752,840736,11136
121,34412.89,Loader,7623,-77332,930633,35060,227066,58881
113,-20330.65,Slurry Tanker,7624,3481,162396,26368,827062,-20553
130,-85313.77,Spade,7625,-31761,691036,-81481,171456,-97646
112,-15089.65,Bale Spear,7626,57119,147890,35251,671274,21733
110,56490.22,Mulch Tiller,7627,-495,584155,-71202,980362,-28710
138,-16569.63,Bulb Planter,7628,-68292,229620,68438,646062,78614
120,-8950.06,Seed Drill,7629,20505,381459,84580,519323,42309
115,-84738.64,Backhoe,7630,-62930,740722,94158,721989,39155
141,-58891.5,Rake,7631,-3621,571774,70458,892595,34974
137,39221.8,Seed Drill,7632,-5082,976970,49996,623186,41485
108,-42011.53,Round Baler,7633,-59727,426419,-51255,199612,-40018
116,8421.77,Square Baler,7634,31772,260873,92619,483875,90879
126,64116.3,Fertilizer Spreader,7635,-86248,539396,99681,862726,69562
139,-78278.21,Pick Mattock,7636,38430,245332,88177,267649,-27280
128,51507.83,Saw Mill,7637,-52167,566860,-91826,306039,1530
140,99476.34,Sickle,7638,76374,770050,76396,720276,-28310
119,40214.14,Wheelbarrow,7639,-44402,132141,-37032,647045,69407
135,52857.6,Backpack Sprayer,7640,-25406,573952,63572,395036,48662
124,-94368.97,Lawnmower,7641,95518,573925,-66349,742657,-34962
149,-98112.1,Electric Lawnmower,7642,66750,303844,-19630,473671,53784
114,74135.07,Grain Auger,7643,-60,483396,-67563,173695,53929
101,-43480.88,Utility Tractor,7644,69924,847751,20206,646260,42877
105,-79526.79,Cotton Stripper Tractor,7645,-76600,196376,37305,306695,90622
117,99698.3,Seeder,7646,34721,617824,-4403,686710,78403
107,33310.29,Sugarcane Harvester,7647,31755,393525,-79881,572639,-64212
102,-23184.59,Row-Crop Tractor,7648,-36281,695446,-63660,172677,1729
132,-13942.95,Work Bench,7649,-35244,801810,-33350,259760,29430
145,-19202.85,Cultivator,7650,62956,655193,-36150,926335,8307
148,-84608.72,Rear Engine Lawnmower,7651,56565,567341,45735,407965,-52080
136,-39943.26,Irrigation Pump,7652,72212,112549,75905,439159,-61917
104,-2025.09,Combine Tractor,7653,-98902,291491,-2062,237472,-46908
129,-83129.69,Planter,7654,-99939,566100,-26268,767010,10685
118,-82853,Pelican Bucket,7655,-33924,173868,-499,608433,34560
127,-30992.79,Chain Saw,7656,-46558,274529,-89628,998037,-37580
125,92183.74,Front End Loader,7657,-77393,563784,40499,957896,91902
146,-42307.17,Harrow,7658,-67823,869624,-50388,808524,-78496
111,47874.81,Straw Blower,7659,-36068,770577,67085,423260,-89570
103,-35641.05,Four Wheel Drive Tractor,7660,-19897,105649,32623,961747,-18604
142,-84827.36,Plow,7661,21222,550864,-23798,878635,86940
100,-85324.48,Compact Utility Tractor,7662,-77091,678427,32425,317671,-9270
109,-85454.34,Digger,7663,53375,731947,82525,193206,88619
144,73303.23,Trowel,7664,28860,720212,7252,890285,-42310
133,48890.37,Drill Press,7665,27498,134265,92888,661491,-91885
134,24260.86,Chop Saw,7666,-89574,154593,-80625,452328,64425
123,21995.02,Wagon,7667,17405,643840,-13775,784734,-65958
106,-60340.02,Cotton Picker Tractor,7668,63744,685881,48000,687510,-20990
122,58473.02,Back Hoe,7669,70875,749679,73627,429301,-18490
143,18325.09,Thresher,7670,98220,331866,39577,747419,48873
131,50543.99,Grab-Hoe,7671,25427,889610,50690,398429,-37283
147,38612.97,Lawn Tractor,7672,-19397,546362,30464,670177,-45142
121,-17347.19,Loader,7673,45160,982131,38514,213136,-88983
113,11983.16,Slurry Tanker,7674,-94154,702823,-42859,705510,59058
130,26107.23,Spade,7675,73413,367191,77750,237948,-73108
112,-96034.78,Bale Spear,7676,98841,123390,30549,548383,47733
110,-67594.84,Mulch Tiller,7677,15331,732671,57740,788879,-80330
138,70360.88,Bulb Planter,7678,-20761,718699,53883,625804,29538
120,2294,Seed Drill,7679,31158,357790,-59533,115845,-69873
115,-23078.37,Backhoe,7680,5211,276892,-15387,428314,-15952
141,19829.54,Rake,7681,-30307,656946,7621,746771,-4888
137,-4424.89,Seed Drill,7682,-81582,890392,-7308,171407,-58747
108,96769.19,Round Baler,7683,-44102,792675,-93640,694746,24552
116,14873.82,Square Baler,7684,-97743,880673,-56885,824641,-80924
126,-7466.32,Fertilizer Spreader,7685,58162,936421,41982,212883,42791
139,-21368.81,Pick Mattock,7686,-74738,250757,-1154,382875,46382
128,-63981,Saw Mill,7687,51282,635320,15375,710732,37090
140,21189.17,Sickle,7688,73958,242489,-85414,244543,-13741
119,-15779.06,Wheelbarrow,7689,-65724,569670,24149,138177,-16852
135,-13780.49,Backpack Sprayer,7690,58447,525146,-78645,214995,30092
124,50978.3,Lawnmower,7691,71739,104077,-24404,848444,-49845
149,-970.45,Electric Lawnmower,7692,-65927,296435,29987,356521,-41778
114,91117.74,Grain Auger,7693,-95968,636882,6944,183022,-43834
101,5681.21,Utility Tractor,7694,-1140,900487,-70883,247111,73741
105,-54637.26,Cotton Stripper Tractor,7695,55098,444239,-64968,655376,91068
117,39017.47,Seeder,7696,31872,848248,-20429,585466,58076
107,18546.2,Sugarcane Harvester,7697,47795,970803,64738,449660,-64151
102,52109.67,Row-Crop Tractor,7698,37153,784769,56686,454294,33045
132,18305.19,Work Bench,7699,75319,506521,65306,800567,8661
145,-7154.81,Cultivator,7700,29450,885204,56849,460033,-9724
148,-89709.38,Rear Engine Lawnmower,7701,-91665,490072,86944,138442,-65879
136,6179.86,Irrigation Pump,7702,11203,708130,-38246,275426,-13595
104,-96308.26,Combine Tractor,7703,6203,712565,-28717,901839,-32964
129,-47016.83,Planter,7704,-27763,883789,-35196,905917,-66961
118,-84991.75,Pelican Bucket,7705,-84771,759524,-71043,344004,76162
127,-55121.92,Chain Saw,7706,-14653,543961,75086,620553,72880
125,-45192.86,Front End Loader,7707,14731,255285,-26536,281190,-53293
146,79490.5,Harrow,7708,67000,107779,74772,851525,-89044
111,-18585.45,Straw Blower,7709,91402,873755,24423,390439,-86880
103,13263.3,Four Wheel Drive Tractor,7710,8320,206732,49588,560679,875
142,-4540.61,Plow,7711,1537,362030,16233,729016,66333
100,37614.27,Compact Utility Tractor,7712,65167,771420,21117,201058,-38827
109,36960.68,Digger,7713,45938,865594,11171,853818,-7020
144,89630.17,Trowel,7714,-73810,576103,-31734,674246,8534
133,-17917.5,Drill Press,7715,-18704,873573,51259,176334,33656
134,45357.3,Chop Saw,7716,-66425,989691,-57177,157078,-7614
123,70001.15,Wagon,7717,12544,112454,71856,873536,-85947
106,35695.6,Cotton Picker Tractor,7718,-80763,159689,-51701,497094,-55918
122,42131.46,Back Hoe,7719,50266,998036,-96923,650979,-33279
143,-85131.76,Thresher,7720,7521,739315,70204,575883,32532
131,79305.53,Grab-Hoe,7721,-40617,111892,16752,131274,36022
147,-37587.8,Lawn Tractor,7722,91826,912655,-54642,771131,-70947
121,-82067.66,Loader,7723,4947,970948,57960,939225,-12871
113,7619.23,Slurry Tanker,7724,56445,738139,51083,136962,35669
130,80819.4,Spade,7725,-88849,414067,-59412,480749,31017
112,-98387.43,Bale Spear,7726,-36784,676963,75887,197732,29237
110,33826.25,Mulch Tiller,7727,24826,455166,-26579,781688,-503
138,-86456.6,Bulb Planter,7728,77322,306851,8932,801345,-14387
120,-20956.21,Seed Drill,7729,-70690,285257,-54823,721470,87557
115,34406.22,Backhoe,7730,-1955,730711,50997,350909,-56126
141,35766.16,Rake,7731,-26001,443259,55795,643277,51411
137,24683.7,Seed Drill,7732,-60517,113449,48387,897659,-11695
108,-69187.9,Round Baler,7733,395,299759,52760,853506,79373
116,86497.64,Square Baler,7734,-82784,343281,-16115,583604,-14520
126,49683.23,Fertilizer Spreader,7735,14815,450975,43323,656954,-52411
139,16636.4,Pick Mattock,7736,40148,429362,-83111,653258,-97530
128,78178.79,Saw Mill,7737,68763,973121,-7176,756626,-40284
140,-76313.63,Sickle,7738,35924,124974,3967,735221,59920
119,-65801.14,Wheelbarrow,7739,-36358,895720,-66307,340491,-56670
135,66225.89,Backpack Sprayer,7740,-66808,599769,-10337,701388,-38338
124,-83261.2,Lawnmower,7741,-83802,843580,-75396,635503,-41565
149,79256.69,Electric Lawnmower,7742,41333,952007,16706,899277,65588
114,-14426.7,Grain Auger,7743,97045,149822,-1008,986158,61201
101,59393.04,Utility Tractor,7744,-33816,630808,42855,999106,-91683
105,-10593.79,Cotton Stripper Tractor,7745,55876,841951,-4240,834955,98862
117,-5983.15,Seeder,7746,62115,638888,63663,187585,27680
107,-81188.97,Sugarcane Harvester,7747,40298,860060,73227,161289,-52372
102,29962.2,Row-Crop Tractor,7748,-85953,774705,41987,612304,-35738
132,931.77,Work Bench,7749,-41494,608018,58251,368953,-79101
145,8860.7,Cultivator,7750,66812,907709,57767,820041,-39244
148,-2009,Rear Engine Lawnmower,7751,79746,595154,29844,327593,14446
136,85024.21,Irrigation Pump,7752,8525,446656,-70755,252131,-68011
104,-69895.48,Combine Tractor,7753,44434,226365,-1839,556904,-13866
129,55418.67,Planter,7754,-28228,629764,-41789,790903,-40846
118,-98098.75,Pelican Bucket,7755,6240,681517,58891,415209,-17800
127,-8035.12,Chain Saw,7756,-31566,636985,82213,510947,-59117
125,85855.79,Front End Loader,7757,-22837,275600,-25524,979952,94985
146,-34333.06,Harrow,7758,48532,201818,-49780,556558,-12007
111,56351.98,Straw Blower,7759,-58711,251345,-4314,830115,7741
103,-50049.65,Four Wheel Drive Tractor,7760,60073,891697,-44727,431207,-65063
142,-30523.09,Plow,7761,-5863,305664,-22314,158645,-66263
100,-65872.3,Compact Utility Tractor,7762,20128,916700,495,354983,84526
109,91064.32,Digger,7763,32679,641067,-16202,369137,20070
144,62175.92,Trowel,7764,38751,896789,71255,316613,36187
133,-10669.5,Drill Press,7765,-18069,282293,-15123,475399,94969
134,-9328.2,Chop Saw,7766,-26418,819047,48052,396476,-88715
123,-59022.15,Wagon,7767,-43632,339638,92502,867464,-16452
106,46225.5,Cotton Picker Tractor,7768,65901,463333,36312,938806,-413
122,-98383.09,Back Hoe,7769,80883,879632,-90716,323290,-29155
143,-71598.35,Thresher,7770,2440,751347,-32878,510837,-72095
131,-27490.35,Grab-Hoe,7771,-98118,396938,19087,581416,55532
147,74369.28,Lawn Tractor,7772,74895,496418,-22396,179624,-52020
121,-85009.51,Loader,7773,-39447,569538,26985,977375,-80060
113,39606.02,Slurry Tanker,7774,90040,430809,58220,520062,5334
130,23080.75,Spade,7775,-2764,367538,-41876,997285,65989
112,86414.44,Bale Spear,7776,-87536,177172,-66858,598861,98467
110,92933.31,Mulch Tiller,7777,-3176,918692,10071,805760,-56168
138,-39131.83,Bulb Planter,7778,21699,523891,69859,492712,47440
120,-96105.6,Seed Drill,7779,-58981,177135,-43141,968218,1331
115,62992.76,Backhoe,7780,27022,256232,-16499,439424,41529
141,65578.21,Rake,7781,-54316,896959,-96478,890925,78535
137,98583.24,Seed Drill,7782,-51129,126332,-91745,866987,89862
108,9213.98,Round Baler,7783,-78658,803598,-25335,430021,66871
116,-46953.45,Square Baler,7784,-45329,158442,-71870,439755,64490
126,-24424.46,Fertilizer Spreader,7785,-42154,978109,-97507,685128,-70567
139,96649.41,Pick Mattock,7786,67129,972445,31498,315582,663
128,-11385.82,Saw Mill,7787,-31538,645571,98739,101391,12560
140,-24472.83,Sickle,7788,32276,847227,-64596,101206,-62861
119,86731.81,Wheelbarrow,7789,-92661,990869,-70649,625778,67743
135,99157.14,Backpack Sprayer,7790,-91314,290887,-5102,422596,-17520
124,-8818.48,Lawnmower,7791,43915,988094,72385,999070,80869
149,5559.21,Electric Lawnmower,7792,54734,582119,54464,855324,88292
114,19106.33,Grain Auger,7793,3366,430413,49341,552571,-62519
101,2392.65,Utility Tractor,7794,-33747,257028,46876,311533,-36257
105,5817.11,Cotton Stripper Tractor,7795,-18258,547069,-89009,776343,-84895
117,-51213.94,Seeder,7796,36463,936714,-15637,506093,72199
107,84352.49,Sugarcane Harvester,7797,-59616,650430,40902,521012,21249
102,-5584.53,Row-Crop Tractor,7798,-6837,251552,72029,178165,52560
132,-33910.77,Work Bench,7799,-48214,600128,-93903,522293,-84816
145,-26896.95,Cultivator,7800,53924,336956,8944,721408,-59743
148,65217.83,Rear Engine Lawnmower,7801,-93277,244428,-67657,997491,-11872
136,-79845.31,Irrigation Pump,7802,84255,594849,51642,317166,-45338
