ALTMT,ALTMT-1ST-ACCTG-PRD,ALTMT-2ND-ACCTG-PRD,ALTMT-3RD-ACCTG-PRD,ALTMT-4TH-ACCTG-PRD
-92889.48,-22554.05,-32846.04,-64321.56,-93140.52
41529.12,-51578.06,52846.64,92182.77,26557.72
-27670.45,92590.27,2085.06,94051.67,46913.65
98538.74,-11017.36,-307.36,-33933.44,14048.95
-55067.5,85605.51,-92771.02,64476.12,-75629.58
28029.54,21552.9,-88313.5,29785.04,-46564.47
-60949.92,-30308.34,-86274.92,75155.93,-34295.06
-33191.05,91638.19,67537,-95593.38,-84182.77
-14990.71,-97842.26,9450.04,-85584.39,87069.74
84882.09,-48228.02,91653.68,-50753,-76175.96
-39652.14,51027.69,72060.35,-59352,56487.64
-51633.63,-65545.18,-34316.74,14287.84,66732.21
-38044.25,13143.4,14413.29,-14332.71,-18606.47
-64393.08,-55714.67,88211.84,1457.12,20464.98
-13723.94,-56334.97,-92456.99,69326.03,81188.89
2047.43,83758.94,-11937.86,-40402.41,64665.07
-26776.18,51890.62,-93712.77,-76106.96,93869.37
86998.25,-66866.04,52344.13,-25919.14,23776.28
58231.15,43528.05,-69582.66,92667.83,23232.84
1272.82,-97784.11,-91953.58,-78134.81,14370.86
831.05,78021.25,-34537.18,-17970.87,99859.4
-14976.74,17139.48,-73304.89,-45239.36,-66383.36
-84872.69,93376.56,80072.76,-85911.61,-60163.22
82693,-91184.43,34546.69,34277.42,43770.41
-25584.19,86206.62,27673.75,-63480.22,-31096.7
81431.88,49509.28,41825,-22290.61,40825.66
-53899.1,44499,-76142.02,-53987.18,-3858.73
-74966.18,74893.18,15133.44,-49158.73,-38209.18
3419.39,-45800.49,-79382.31,87217.93,26828.05
65460.36,37503.29,-31537.99,80925.47,66370.56
36895.16,-44258.23,-34623.53,-54031.15,-55055.41
34533.68,-24588.15,8556.14,-40050.27,-87190.38
-88001.55,41316.86,-99388.91,-38044.03,-81961.59
-75291.25,76921.74,3174.19,46464.37,-76768.88
34901.64,28470.08,-83000.88,33492.14,-70266.23
-87353.88,23509.35,3569.06,-19434.45,99165.84
68255.39,-68324.21,-64770.97,-18585.8,4863.83
32174.38,89110.34,29618.4,68880.97,-31776.52
-83394.14,61176.26,-36491.9,-3525.73,-22584.53
-22719.23,-65516.06,-37041.22,-48771.07,54869.52
85665.61,-73215.14,-2338.45,63088,-24881.73
-6520.34,-63564.08,52580.28,61760.09,60484.47
55910.06,81992.31,27973.43,76928.62,-67187.92
-45712.68,78224.13,-48608.25,4723.59,-52782.13
-87624.9,64567.18,-66329.51,58748.9,-58704.95
12530.15,-94705.65,-15331.4,89884.54,-14188.34
21003.25,-90767.45,43260.41,95129.07,79904.19
-76307.45,-71289.65,-43243.12,76396.07,-88289.63
-30630.21,6976.03,-9577.12,-48715.87,-87217.62
-56863.7,-89223.93,-70905.14,-28605.38,53948.12
-58508.88,85712.41,-71250.45,90137.94,96367.11
86248.28,-79628.33,-13563.96,-59611.8,86752.57
-58623.53,-38805.11,-21379.15,-91796.83,25075.66
54100.01,-64753.6,-53931.68,17218.9,-53016.17
89063.51,-30184.86,-76003.75,-90891.71,-51014.96
-60466,-72741.86,1982.89,-34829.94,-22155.4
14175.27,51893.38,94894.56,-44393.34,-54676.31
54280.19,51542.58,-91103.52,-55516.79,-85637.54
46980.58,-64307.9,68921.1,-94539.12,-63794.64
-96059.03,-88502.89,93369.98,-51527.74,-96933.44
-97890.36,-20439.66,-27450.37,65331.98,-50735.95
2245.94,48395.82,-61799.29,-3947.13,47797.39
95852.4,32575.87,-12971.28,-34843.86,123.76
21721.35,38758.98,-69503.96,23970.28,63495.27
49080.74,1472.83,6697.81,44146.47,33906.45
-36205.37,-26368.94,9076.11,-90449.23,-43627.61
74374.62,-71956.14,49510.91,50755.38,-2801.42
66845.86,35044.18,62062.78,-87265.98,32409.14
72799.14,95331.65,-37101.65,-15876.99,-46387.14
-68268.28,33189.68,96867.74,92383.12,-77548.47
-56033.86,-70520.7,-95041.22,-78352.82,73308.38
-17860.43,-1702.97,-43462.54,37869.35,-68515.41
16605.84,96028.53,-16355.3,1685,24788.61
17319.04,-78346.56,18507.34,91322.67,-10578.94
-38995.32,49856.81,-96765.62,76127.9,74752.23
-94808.56,88934.76,-71468.16,-99402.09,-53876.79
-30692.51,3490.69,49000.01,-61937.65,73336.01
-44809.33,38392.15,63919.98,31246.59,-20123.1
-92441.66,90767.07,-34016.32,-18173.22,-62836.58
70605.6,-92893.98,-99669.36,-18882.35,-57677.26
-58708.14,52696.18,-38466.04,-37786.9,1861.08
67126.63,-99041.37,-63517.39,-91516.71,-76180.13
-91285.67,-46632.46,44747.83,90790.22,7807.29
-34342.04,-65653.68,58078.47,54634.52,-39084.99
-33627.4,-46343.33,20633.37,-35420.44,-84095.79
44358.82,19405.72,-40968.4,-9788.12,-34900.81
78444.53,-24148.3,57652.31,81332.14,-86820.28
38500.33,-1473.01,-69799.29,80625.46,67068.92
46565.94,-17871.22,86455.19,-17080.06,56333.47
-79673.32,3784.15,56242.36,-35684.15,-29465.2
53718.72,-93211.06,-71733.07,-97736.53,-39836.34
-47396.67,-95621.07,-14281.31,99147.35,72802.64
-44808.48,-30072.27,-5326.61,-15926.77,53692.72
39179.88,35975.05,-95442.74,-27711.06,-56915.25
61596.06,52125.04,2567.71,-16248.01,-42720.75
-90293.93,76823.55,44471.65,74100.01,2610.23
49660.02,-77620.03,92923.03,-51802.58,66909.85
13400.98,-24747.96,38304.78,10449.56,-72207.09
78498.16,32475.1,15326.98,-86206.59,79878.25
-41084.83,-57362.32,-54113.96,47960.06,-72119.28
99800.13,5595.62,-32338.94,-89549.47,11668.27
30291.47,-35820.28,13932.35,-49791.54,93032.68
32922.72,-98424.57,-89819.94,85186.32,-84997.34
70836.1,63309.3,-48370.34,-25441.39,40512.54
-21595.55,34563.61,16271.2,47703.18,92750.94
-21651.35,25614.04,-27701.47,-76785.55,29851.92
-82584.4,-49145.84,47786.17,-77834.92,-14125.77
-39435.43,-33822.68,-2809.68,-47436.72,28705.37
-60540.58,-21560.69,-82011.24,-39561.32,5069.08
35057.99,31311.41,-92910.75,-63221.22,66110.61
-34800.45,-37186.85,59746.6,47626.56,37540.46
24740.64,21726.87,518.25,-6762.65,75060.62
5091.36,9087.15,-87177.96,59590.83,92892.86
20116.56,-16717.5,-27225.44,-52470.62,-26202.59
57300.8,-97736.4,51643.89,16865.54,-19224.31
30320.17,-37484.25,93033.42,-53083.55,-24940.59
18615.01,40149.21,-71350.45,26615.47,-9265.71
-87911.16,79500.79,-99788.01,75015.28,-92897.15
16402.43,-27357.48,-88030.3,73243.63,-94245.36
77405.72,79827.6,11459.25,84891.24,45802.17
-55761.71,-71576.92,-25722.62,41217.05,-11736.4
50195.78,-31821.5,97584.41,50952.37,-24620.14
30625.65,37705.69,12904.38,-4303.78,-82931.07
-35585.64,-43990.88,16012.96,82697.47,44717.81
889.46,1997.5,-34836.51,-96980.74,65549.65
80724.26,20937.92,93714.07,12203.06,69942.02
86981.59,-71267.47,-20802.93,47461.25,17752.17
39493.13,-37364.29,463.71,81336.21,-90762.76
99050.31,13234.35,27577.66,46496.78,-69263.92
-91299.7,-16321.82,-86369.06,87137.07,94710.55
-53633.73,40338.4,88188.92,-49875.9,25407.09
-82664.82,74784.39,-18918.57,-59166.03,99918.98
-39372.09,43149.37,75121.13,63146.35,38938.19
-61342.55,-44349.26,-45292.57,63196.63,-79518.01
35633.13,-48023.09,73877.13,2173.03,-15642.19
-60880.14,13880.58,27522.1,-58914.58,-67564.56
60478.49,39389.69,85119.64,-79407.11,-56288.97
-87089.38,-73268.67,32876.47,-53484.26,96044.85
-12772.33,-3000.66,-89752.15,44901.44,-69291.15
-86893.28,-38239.79,11147.02,-64796.59,14606.9
-92459.23,-63670.43,12525.75,51530.4,54483.55
20865.68,28808.33,56202.14,50321.99,79483.47
22888.86,10079.28,4866.35,5206.84,38733.45
1640.23,-27835.26,51794,-22833.55,-33999.8
-96578.76,13442.56,-6498.42,-31100.33,27527.24
-20493.81,-8514.83,-6555.12,53037.51,-77785.59
-98327.55,-5715.22,-17913.51,63597.37,-93799.43
-12781.52,-9397.66,81362.99,-39335.06,-68676.26
-12317.57,90959.98,61030.52,34514.75,6308.7
96644.64,-40139.25,-94986.27,85037.79,-27729.2
17506.31,-97256.92,-6599.13,37526.47,72818.16
-23362.89,56611.83,93135.33,-86426.99,46508.26
-60776.79,62286.66,-96753.63,30385.4,-94527.33
-14356.05,-45282.68,-89809.09,-28248.15,-50004.14
81982.59,16259.63,-75241.68,-12375.04,3508.87
36505.64,48827.88,20388.99,-67189.24,-55544.65
-64468.75,-3949.92,-22846.15,16716.59,-38021.83
-22454.34,-7259.37,-26417.42,-61196.39,-81122.65
37577.16,69844.96,-81537.8,-88228.98,40284.08
-44242.18,34073.82,34919.99,34313.73,-93096.63
-25165.61,-38225.6,74443.4,-33083.23,68391.98
38747.43,-6873.04,77869.82,-95888.18,-63049.05
-8774.16,-59344.45,50164.17,-85088.5,15420.84
-34786.85,-49263.92,85440.07,40398.15,10196.75
-5792.07,-72321.39,-9766.84,-29510.45,-95941.66
-69876.57,56583.64,81526.04,-64758.62,91290.32
-21089.11,40195.66,-96530.51,92825.71,-8669.49
-95918.61,-43720.22,-57155.19,73019.95,75830.06
47336.04,-25731.44,-87405.21,91207.68,-56949.96
-89260.93,3608.98,36589.13,-88434.25,57903.37
-74232.41,52444.49,76427.33,57644.74,-51094.32
81391.32,85170.62,-76776.65,1119.14,18449.09
-2967.5,95883.9,-59181.41,98511.71,-10442.81
-32140.25,-78184.03,-61379.15,-84089.86,-29596.76
-73646.04,-67724.39,10898.65,29804.89,-50390.23
26108.99,74059.36,41377.91,78381.41,54264.1
96883.9,-23379.69,20650.16,20360.34,-30278.7
43628,45794.28,94566,-39892.13,71396.6
-57073.18,-60335.46,67562.39,70719.23,87073.26
-62401.77,-99542.18,-79329.97,61654.05,49585.53
-10489.92,-2169.92,-92606.23,38834.65,77012.65
48597.51,42913.35,-4943.84,2586.69,25153.7
-80635.62,46416.65,-34973.21,34045.4,70689.48
-10304.5,33427.83,-82421.65,35746.23,11946.15
91477.34,-54788.23,99831.17,-21621.81,-88590.38
31819.58,94147.36,17566.95,-33202.82,42543.73
42867.09,18671.38,53743.73,-70362.35,29125.41
-29477.24,51557.56,62406.45,61613.26,15844.1
46144.56,93431.41,-87312.1,-88288.77,67507.34
16305.32,44078.48,-5399.66,56442.63,-67299.8
-27609.95,4336.55,-38447.22,91765.68,-28294.31
15651.17,10303.19,-30492.9,82251.93,3230.76
87449.68,53930.34,-58360.14,-24772.17,99288.11
-25785.16,21916.28,-27414.62,61389.57,85080.39
70082.87,-48665.41,-4267.35,-29397.9,42159.73
92127.05,-53382.55,99981.58,30173.39,-2145.07
68570.91,-69227.56,-79735.61,-38049.66,-81634.6
-66618.48,8643.64,-20560.71,-3334.53,25333.66
-21877.65,-87082.16,88160.65,60245.19,-72827.04
99561.11,19084.88,81173.04,-35714.43,82084.11
-82308.93,-92130.95,98576.78,59255.64,12754.88
-67659.92,34508.54,51603.39,67488.77,-33177.85
40934.47,-40375.67,-78523.56,63055.05,-87679.96
27534.95,-15510.72,-7734.2,-12262.53,-36899.19
19511.76,92104.32,68319.57,-77515.39,-20860.16
-72353.97,66445.79,85455.52,-15313.42,-90997.31
82402.68,-32223.84,77764.53,41642.29,1737.61
-14221.97,-27075.7,87595.33,73820.65,59088.22
99586.25,-38491.28,78044.55,77682.36,88720.98
44921.65,-38976.55,50170.55,80774.33,46666.72
-89996.67,61936.88,-89384.46,19685.34,-53848.95
93999.32,-16534.99,-48755.62,-91213.69,-70619.37
-73917.67,71187.27,73860.57,-97691.06,74943.69
65927.48,-79328.58,86125.86,-90372.77,-80315.37
46629.94,11027.38,62414.82,83170.11,-16382.79
37764.4,56258.73,98055.03,-56801.87,-60990.71
4765.16,83730.5,92533.66,-96355.96,8411.29
49036.21,-41804.32,68594.44,-40973.19,-94180.67
65774.41,93781.89,-93786.15,-2770.2,-7435.75
-22718.9,-76931.27,65670.16,-20173.58,-2161.32
-23776.03,79122.02,-79656.79,-48821.17,95801.26
-16383.67,82166.56,-45190.01,-56676.8,85680.75
1371.89,-89741.13,-99243.62,59821.77,-44591.41
-46767.94,-30928.45,66690.21,-10735.37,-83056.24
97677.46,-26746.69,-29953.96,79981.77,-77156.75
62794.13,-49280.1,-78887.71,93252.92,-38113.78
-18046.3,41662.38,-3267.02,72348.22,-89730.54
51054.41,-3881.91,-78409.14,32371.85,-7364.69
-9479.83,-67998.63,35359.47,91930.85,67241.4
83122.54,-63780.72,26268.56,92115.56,-66548.66
62665.5,-27180.49,-27128.07,-15180.87,59243.67
24252.13,-68766.76,29005,96122.24,-69656.75
17993.37,46913.35,-86287.44,-1040.38,-55044.81
-58661.99,-89288.45,33840.66,-47716.76,-30779.72
17734.34,-84731.64,-74178.37,81080.59,50025.94
91932.95,-69251.17,36128.52,62315.16,11552.38
-35896.28,1095.09,-40952.86,-19291.32,62551.28
13786.19,-14611.09,-69529.01,1856.3,50834.96
-71038.43,-3456.53,-88845.53,85572.73,10522.93
80750.76,-88917.5,22499.1,37999.45,7697.1
-22548.31,33779.53,-2167.9,81348.26,6256.28
63541.25,-22507.19,17140.45,13931.01,-3485.29
4274.47,24273.08,-35819.22,74838.67,-20572.89
53454.08,75954.61,73496.92,74002.93,-89785.94
98748.23,28073.52,40703.22,-54401.45,-55784.55
21079.63,-88437.11,88089.96,3268.19,-25819.83
-78344.43,-82908.33,64475.56,25582.62,-35957.63
32659.21,74889.25,47165.37,36342.21,-43774.45
46494.46,65714.78,30249.71,2812.1,-10132.74
41301.95,74246.14,-43701.85,43981.3,66704.91
917.65,82969.04,-78388.95,70868.94,18180.38
39281.39,9821.02,-71717.84,58020.73,-52525.73
-7790.41,70506.97,21702.91,-97613.76,-4686.44
-50248.4,-47496.37,70182.35,66374.01,59841.01
-40537.19,-8535.65,-87057.97,22957.75,56267.25
-40481.95,43960.2,-81308.87,-96487.94,92276.73
41931.86,-17041.89,51082.45,-962.97,60636.6
-97409.14,34933.77,-63344.01,-69921.39,75219.52
77367.94,78150.57,79553.29,62601.57,-67638.44
-75558.43,-73904.76,91482.77,-73396.17,-45923.45
42051.03,46323.41,77738.43,-6988.53,87903.43
-38938.95,14321.39,-57536.62,-66658.7,-48387.76
94985.72,-74692.45,87851.46,18401.08,78660.68
9728.98,-29880.39,1478.66,69209.26,-80168.07
38816.53,-74809.42,-44501.64,25453.3,26149.53
35647.72,-35319.06,-3926.52,-61242.06,81696.57
-89584.25,-22581.71,42463.51,-36078.53,-74986.29
79526.89,8440.79,-3906.5,-69640.05,-89124.9
-15576.69,31378.28,-4855.02,-2421.26,-49516.31
62863.22,-85889.74,-28966.77,-69544.22,-66207.52
-13101.04,-55897.97,54038.97,-10797.23,-27021.18
-18722.19,-27702.39,96457.59,28654.27,17151.99
16003.26,14647.75,-35716.36,-36952.52,22551.33
700.23,39511.31,97621.42,-26474.76,-74430.82
69373.14,-13516.3,-55839.28,18322.32,7310.46
-45602.83,-25870.36,3575.97,-82536.61,11589.63
-13949.51,34052.22,-42867.78,40283.31,-78098.1
61830.71,-1673.5,22968.69,-63429.04,-10174.87
42339.06,34825.27,70341.52,55286.61,9723.57
45171.16,-49526.08,-77682.01,-53184.54,54353.56
55693.61,-57467.24,90485.55,-80519.95,-20253.27
47486.16,24466.77,31804.55,-41981.68,48219.08
3197.1,-29571.31,-22576.66,-93143.67,-8466.24
-3735.71,-84592.25,-50245.4,53112.25,3086.4
44660.27,-44729.22,-32145,-69156.42,70575.99
-71002.2,-63534.46,-80246.48,37214.96,-58090.6
7462.94,15342.61,39732.84,88371.28,-2058.02
-61908.03,-43510.58,-14120.43,45808.22,89529.61
85193.05,72263.61,-95960.33,95423.96,13229.05
-32392.97,82193.47,-15817.41,90149.45,13640.59
13511.78,-77530.2,-70789.21,-20435.13,-80955.79
-79572.23,9574.96,-78802.91,-97794.81,-90654.59
-95655.75,21612.85,-11035.77,-80721.56,4012.11
-34549.74,-79405.67,-93212.47,-6017.31,-34525.86
-69090.77,-53806.85,53282.23,21517.27,71338.64
-35936.53,78349.98,98934.75,73294.76,17825.4
-94967.58,-35270.49,82462.31,-59815.36,17876.47
11617.57,-58543.21,3221.74,-81193.69,95661.34
56821.92,28806.98,-76619.84,-85484.57,47723.49
-61672.27,21802.17,47854.91,82759.37,-50288.28
-83616.22,31070.24,-14380.06,14849.41,20400.49
96585.53,-23199.85,-99604.69,16307.49,6865.7
-90024.37,-31383.76,-5485.55,78551.94,-23376.44
60342.76,-52986.15,19296.05,-95600.19,48198.15
48773.4,-18965.91,70814.95,-46568.09,-59015.23
76587.94,-81814.65,66195.49,52633.29,-78531.17
72856.83,83644.3,-70413.37,-49420.63,-3398.96
-85328.27,69057.35,7976.67,-31930.23,57279.99
63616.04,-71038.09,33159.28,-89513.93,67843.88
89451.6,48982.33,-9142.23,42057.24,-95950.69
-89416.76,9628.84,-9853.46,75373.09,-2951
6089.19,59749.63,26276.28,90510.22,-49504.21
-33705.11,-82671.98,-53106.3,-84940.68,-348.09
-70674.42,-73522.21,-63478.72,60345.42,-33588.28
-72138.99,-37111.12,86000.73,13646.23,-77353.07
-27841.39,-67926.04,-71035.12,69833.12,80659.18
-32964.87,-61007.21,-98025.33,90683.25,53516.33
53508.38,-30797.32,-90977.55,29931.04,76538.91
54780.43,-99837.38,17309.51,97016.83,10901.82
39696.28,91528.27,-69801.67,86655.57,27416.42
-56861.81,-42281.27,-12454.88,-10461.65,-49231.43
42769.07,-45963.3,29710.68,-34119.58,-23505.75
78303.17,-23708.77,11084.97,-81071.76,-79143.03
-79261.71,34572.56,-38918.23,84434.91,35480.32
11254.97,-85744.09,64847.56,33748.86,43349.43
-84906.66,-24826.08,28726.73,86033.5,37196.56
-38470.08,-96257.36,79757.91,61813.33,-61583.42
-22905.47,56323.83,18696.51,64575.64,26344.44
-90028.86,52051.72,40604.96,31464.61,-91812.03
57449.7,-47774.66,-22192.3,-29597.55,-70545.9
99067.26,17256.86,53060.61,59337.78,-88948.1
-24965.12,-8946.09,-26439.58,-6969.02,-82014.83
20563.5,30772.9,27474.69,-36214.69,-4748.48
-67603.83,-15613.12,48682.37,78697.83,-34520.13
-29456.22,59873.74,-953.9,-13839.61,-17908.78
-50802.38,-72697.93,-66955.65,-30095.44,81874.98
29011.55,-20029.31,69755.72,-91318.92,35870.34
96996.25,-19905.08,7466.58,-43915.67,-97323.31
-1521.36,-83322.76,5178.76,-51909.58,-827.05
17139.98,98965.04,-58331.41,-7281.36,94365.2
-69721.08,38476.81,87686.8,-73193.54,28226.74
-78783.09,13058.68,-12611.04,-31374.05,-77727.57
6065.53,-78746.15,-36577.22,74118.76,72770.52
90200.71,28744.86,86396.37,-77509.18,12653.61
-62718.35,-21332.86,-17050.49,-68410.68,66127.01
-28736.54,-7301.17,-17835.72,-28224.43,-32325.04
56288.27,29436.41,-16809.18,-93548.15,-19986.18
92096.08,5306.34,-72254.24,-69039.56,80933.71
69643.66,61773.94,92649.82,-93723.48,-40013.32
42485.51,51146.92,83409.56,-76370.57,-32253.26
-32448.42,51414.15,14688.54,96218.87,-57749.68
53616.49,93124.31,35762.01,-35569.21,-42103.5
60271.27,81255.07,97999.51,-88156.11,50196.92
89771.49,24467,73080.29,-298.08,-29732.64
94972.13,35983.92,19278.19,-69467.99,41362.55
83394.57,19859.67,-75273.1,73104.02,-3189.57
-27566.96,-8339.26,23249.25,-44843.41,68168.57
6656.25,72236.89,-55933.94,-75882.63,8228.87
99486.47,90532.65,-17882.04,53574.67,-85245.54
96129.25,68989,-6815,-59249.17,32536.25
28501.83,-98912.12,-66235.82,-87426.59,-57799.87
-25767.28,-23142.5,78780.53,-76013.4,-46288.03
87431.81,84099.61,-22325.28,55776.97,-80988.46
-9545.44,-90695.07,24501.56,-65121.42,40717.53
31637.8,11468.8,71261.84,19952.8,-44400.98
29823.14,88616.24,24061.59,-50366.37,-89191.81
6369.37,99858.58,97253.95,53088.51,28760.45
-28314.95,-52400.58,14523.54,-39610.66,86100.89
-51553.36,-82674.67,34806,-42880.7,47066.57
1357.25,-88420.46,42362.78,-37741.34,62941.6
9680.66,22106.63,52433.52,24365.89,94052.42
-22696.53,12223.63,17810.71,19244.69,28802.22
-8404.75,71339.84,94296.86,-33139.83,37916.54
42413.62,-56060.5,91427.3,19935.74,-72179.7
-87213.67,47003.56,-69256.2,-34369.92,-35818.96
-55286.07,-73170.2,-62538.8,-34052.08,51624.64
26203.54,80761.1,-72161.67,94148.14,90680.06
30461.58,-2331.02,27739.88,-84282.74,41701.58
73974.96,-60555.83,-63428.27,-32021.04,-91849.54
-4874.41,39487.55,95142.74,-90117.15,4804.88
64475.57,89041.25,324.04,19317.81,-41691.65
-31627.85,-49241.31,-80707.67,41696.63,-50744.83
-10049.33,84109.62,55735.99,-31310.34,47245.18
27403.16,-1724.39,-26232.58,-21193.55,-40821.82
-14573.71,-17647.88,65975.99,-3161.97,-8896.36
-22203.93,8207.5,37706.35,52218.02,-99781.89
-11067.68,-87601.19,-45185.63,-22018.39,12546.64
39343.7,16742.95,63669.22,21093.23,96553.59
14286.02,2753.32,15515.36,20407.2,-70089.45
-52314.82,-81519.62,13366.45,97403.24,-49424.29
-61768.4,-6303.51,8292.49,-80694.36,60903.36
42616.65,-7228.15,80255.28,78728.77,-12816.56
59444.69,-72114.7,1781.04,39164.45,97708.44
4764.05,-59504.89,-13842.04,-85482.67,90008.96
-57940.99,-93429.15,30785.28,-99057.41,48776.24
-76734.61,-71030.66,-80010.63,-23688.26,76251.32
62888.02,-24737.29,-83746.56,12940.74,34489.81
44718.51,-23119.42,57899.04,-34024.25,11241.99
-1416.77,40360.67,35137.25,85323.05,-73998.33
36771.6,-73062.12,-26276.29,-85905.35,39273.27
73661.7,-55248.8,24478.06,12028.76,5019.01
45412.15,-34323.77,36641.4,-9790.27,95877.9
51636.63,-23434.45,71047.68,-55495.66,-3171.63
6544.86,-12426.75,-90981.53,-25208.08,70465.92
91881.15,27056.96,-9121.27,57189.61,75819.19
2210.97,46416.63,64867.77,6231.27,80892.09
-12764.69,94078.01,58794.09,29612.75,-93704.66
48149.53,37609.36,8171.33,31906.13,28825.14
22014.6,56788.19,-52762.69,11141.33,97200.78
-27597.2,64092.22,-95974.47,92810.43,-21110.07
-17593.94,-52742.29,-74803.8,88976.85,56634.64
42253.91,94097.32,6366.29,85005.14,-92895.13
11874.57,-61820.48,-58551.45,-42604.34,-79824.64
-74811.14,57805.13,-7509.04,-82759.52,-46559.75
38839.49,40597.13,-88660.49,13364.85,55007.86
67990.82,-38345.5,-24858.89,-26044.42,-10888.21
40999.19,-53502.01,-36792.7,34527.11,85881.65
-76725.82,-15641.01,-39902.47,-87261.22,-23800.75
90943.6,53471.51,-17952.38,31542.33,-36093.16
-86691.52,2237.6,62009,-13732.65,-11606.94
-29817.79,-94764.16,-94544.16,-72130.82,51451.08
32956.81,49308.72,89492.93,93546.1,-1938.92
-6767.36,72598.34,-17964.61,91991.13,97342.93
92212.66,-73994.4,-11725.51,-76830.27,405.53
86376.23,-85348.25,-17827.3,75595.81,90671.73
-45412.29,3023.17,49535.67,-22803.97,-88470.72
78786.88,-67803.36,-92725.43,-92765.08,59239.18
-94303.98,-52779.62,6114.92,77716.41,42836.28
42518.01,-18103.92,-54188.94,5391.3,30597.84
-74386.59,66818.41,85265.63,-39377.06,78405.18
-21907.2,-24088.86,-98528.99,-30383.84,-16802.33
66407.17,89678.07,-93460.05,4783.18,81418.34
43588.96,-93611.35,-60761.83,58418.23,68707.89
83131.28,-69442.55,32190.7,85833.77,74014.89
-63034.2,12698.15,-29919.75,86214.84,-38507.87
43074.77,-35110.17,-71015.59,56877.22,-53331.83
-78991.95,-78808.93,37106.93,-96405.4,-90611.96
-22781.88,59286.51,-84605.14,74153.56,-46876.74
80159.75,53206.65,-78787.44,69770,-64160.27
-96986.17,-23131.15,38988.53,-71469.99,76238.68
6043.14,11718.81,-79775.8,-1495.42,6357.1
-58232.08,-28026.31,-37543.12,40353.64,11935.37
-96496.44,71225.68,1169.17,-39106.14,-21098.82
-98985.86,-24417.24,-1023.91,91623.4,33617.96
-16857.33,-19971.07,-38319.62,-95060.95,17624.47
-21827.65,-90530.83,64516.06,-65555.1,-72309.8
26525.75,63260.08,28033.97,-40607.63,25604.51
-63125.39,-74223.28,23635.94,1575.64,4022.39
33392.24,11889.16,-3593.08,-53721.37,-88111.64
-88232.53,-955.34,-32384.81,-61248.34,8171.35
92615.45,-7370.95,71472.83,-42023.54,26627.87
78417.09,-13514.56,-15807.65,-42870.17,-5378.6
-69216.59,-506.66,46649.78,60053.08,50858.87
3102.36,51980.37,-11361.05,-33471.2,-97883.74
11792.42,64326.62,72148.11,87573.02,-20738.48
-33564.33,32950.71,30275.14,31939.88,-54391.31
-79032.72,66822.75,44244.64,95895.98,75056.04
-5130.54,92924.02,57343.02,57447.45,-50259.18
87223.95,-60989.74,-41711.12,88514.14,17116.45
71835.01,59787.73,-100.79,88937.25,-84654.69
-59812.04,59498.4,26270.72,-53920.76,1609.77
43873.38,65911.26,-84036.64,67169.73,17093.6
13439.29,66551.56,-59266.81,566.7,82459.97
50366.41,-67041.69,34569.07,58399.42,-51479.4
-60043.73,38281.5,-77020.58,-27175.73,-4655.68
40883.5,-93571.07,36650.77,25541.77,-34410.37
-49276.62,-85385.86,-50055.36,-88426.22,-28644.77
-52150.19,-53626.56,50456.84,-69419.27,-73892.58
-21329.46,-74493.06,37178.5,17185.93,-40361.67
84212.45,-41573.09,1622.61,-30128.52,41783.69
-35470.83,94992.11,86408.38,12445.51,-58186.19
-56731.47,69792.44,59886.33,-28328.86,-46137.68
-46521.86,20756.98,-29461.02,-38486.29,71946
71794.99,-48437.28,25168.98,-29361.15,16938.72
-99419.01,20016.92,-15244.48,49690.35,80799
-50079.42,-60862.13,-7102.14,51433.14,-63105.85
9511.58,20372.86,18474.63,80608.73,-94658.04
-53340.17,-81840.88,57601.19,-95822.96,70906.28
91121.35,-70438.9,-38460.22,-38804.44,77871.7
-8717.24,-23325.48,93571.29,-69188.6,24276.2
-37380.88,-43697.24,-22877.99,-6038.99,-28983.07
94837.9,48762.63,31519.44,-54793.49,-3821.09
65917.91,21602.76,41934.73,56561.67,96626.79
-78385.96,-37701.71,16588.81,-97607.19,78616.5
80741.64,-58462.1,-81370.51,-18505.62,-90147.22
52680.77,-53530.13,33781.53,-39784.45,-72059.73
47084.55,87051.94,46857.46,-31782.94,-18880.24
-75877.69,70462.04,75636.48,9012.36,2299.88
-22257.28,50923.18,-8883.17,-41388.79,39625.36
56731.46,-97413.89,64462.22,81178.46,-77607.1
-65131.42,66882.23,-81435.27,-41933.39,-68026.88
74056.98,-27869.51,-17070.69,55128.67,61542.28
47903.71,-50734.16,-38122.84,-28124.06,-48818.14
-30024.1,-31390.96,-84547.37,-2419.8,-68548.63
-37380.88,68150.85,-85814.06,-57138,70906.28
91121.35,-84627.74,31519.44,-26211.26,-18880.24
