SBMSN-CDE,PURP-CDE,OBLGNS-AMT-CUM,OBLGNS-CNT-CUM,VOU-AMT,PPB-CDE-1ST,PPB-CDE-2-3
5,7,58742.77,363716,46039.45,9,93
8,9,39071.12,986415,24314.01,1,87
5,9,55074.82,343733,95586.04,7,40
2,9,57746.86,565221,-75075.75,2,36
4,4,81535.61,179922,57480.21,9,40
9,4,44496.42,445459,14374.98,1,96
9,2,-43862.11,821291,-98202.67,8,93
1,5,88205.47,476206,26667.83,7,68
3,8,-16176.46,440058,8701.13,1,41
6,3,90222.65,281320,78958.71,5,57
2,3,50021.19,246399,2422.25,9,35
7,1,33185.61,331361,6514.28,8,76
5,9,-96889.3,345411,58650.46,1,25
1,9,-21943.26,500273,-54186.19,6,31
9,7,-34747.16,172328,-14004.55,6,97
1,4,-68619.36,691065,-38927.71,6,99
9,6,24776.99,658679,-7433.37,9,87
4,3,-92602.78,627657,71091.08,7,30
3,6,-13758.5,182360,1387.59,5,15
7,4,64766.37,892888,18665.61,7,66
5,7,-78758.79,940761,-18254,8,47
6,4,-83065.09,619607,-35353.01,3,20
6,9,-13515.08,253454,74458.89,6,86
5,9,-48497.55,655957,36440.82,7,75
9,3,-79950.83,963203,-58060.79,1,83
5,1,-89213.36,323486,21858.47,9,62
2,6,43645.94,484220,46320.41,7,98
8,8,-1446.87,188862,-48862.26,9,84
5,3,-51199.04,484725,-13429.95,6,37
4,8,-2713.35,968347,99901.48,8,33
6,8,-10168.27,853742,6043.5,7,47
8,4,49442.04,283652,13769.59,4,95
3,4,-59197.07,252734,-69717.3,6,21
2,4,-79137.9,609435,-64279.28,8,41
8,6,37982.8,817842,9533.14,6,27
1,5,-39953.29,733153,-505.84,6,97
9,1,-83058.17,117373,13333.91,9,75
5,6,-28198.54,110517,16565.41,5,86
3,5,-6569.06,722529,-88651.45,4,87
4,2,38956.51,860745,61541.44,9,48
9,5,-43793.9,350467,46263.65,4,84
4,2,-51472.34,862126,-69426.8,4,75
5,3,22641.1,793039,-953.83,6,58
5,9,-8968.25,648325,16917.54,7,27
7,4,90705,744192,-87551.71,2,70
2,5,-21251.69,100290,-96370.04,2,56
8,9,-65527.62,721522,-8781.74,5,47
6,7,-89098.21,120757,13183.98,6,70
5,3,67161.75,464917,-80757.58,4,47
1,2,-67674.96,631505,84468.75,3,45
6,1,-73341.75,275003,36537.23,2,72
6,4,-57044.69,308503,-60671.95,5,17
9,7,80296.27,782167,25357.5,8,40
8,1,90847.96,472527,66035.69,9,79
6,8,-15362.65,193437,80830.11,4,35
6,1,-25851.75,471173,1489.91,2,43
6,4,5073.22,750969,67940.44,8,93
8,2,98264.52,977781,-62795.91,3,61
1,3,-67987.46,780577,35557.63,5,43
8,7,91713.56,373563,33493.65,8,57
6,5,-47801.3,710580,-66410.64,5,56
4,4,-49547.23,788997,44403.96,9,38
1,9,76824.82,280111,-25898.46,7,72
7,6,33405.03,461549,9971.29,2,10
2,7,78650.75,215685,-98312.53,9,21
2,6,39319.56,249276,98464.96,9,75
4,1,-9017.18,308015,44166.86,2,29
7,1,28917.25,280314,-4401.32,6,28
4,3,-26609.92,527107,79065.69,9,89
2,9,-28180.23,712044,88208.49,4,23
3,5,73741.86,713804,-55313,7,59
1,7,-92267.28,622291,37235.14,8,49
1,9,87257.33,452389,-12949.38,3,14
8,3,-90290.52,228535,-99411.19,7,21
3,9,-25918.25,387645,-57784.25,6,20
2,6,66011.18,719592,97232.84,1,71
3,2,46681.39,737481,-80712.36,8,88
9,4,85320.62,521599,38750.43,7,16
2,3,-34414.56,492913,-88977.97,5,40
9,1,69734.41,387759,-50327.62,2,55
6,8,-85718.35,373487,47483.08,8,24
5,1,-49042.45,252557,79393.34,9,89
3,6,2068.89,328166,31022.23,1,76
6,7,-50885.32,992073,55433.15,2,32
7,5,92808.21,292873,72211.36,3,76
9,7,43020.28,713695,91215.88,1,77
2,5,-67054.33,181329,-56324.98,4,46
7,3,-68267.67,731126,54441.99,6,30
2,7,60102.8,887553,19932.89,3,54
7,2,56671.99,858935,-55337.42,1,82
9,2,-66570.76,341889,-78947.17,7,82
3,5,91730.09,229900,10465.85,9,83
4,3,-46417.67,721263,-81189.17,6,78
1,2,39058.69,403152,64921.07,5,18
2,3,49691.51,476169,-48181.87,4,61
4,5,11907.58,834622,-74448.38,1,56
3,5,-60253,350532,29543.48,3,73
3,1,-33932.61,364821,-80069.2,2,90
9,7,-40241.07,674645,-74012.91,3,20
3,1,40289.34,464369,-95095.6,4,51
5,9,94483.78,152273,83612.55,6,14
6,7,-14487.82,581853,-35221.81,4,54
5,9,31523.43,869982,-20120.55,3,67
4,9,84015.8,820940,-32451.08,1,77
1,2,-13603.76,877722,-40471.68,7,47
2,7,83772.69,374671,-89032.31,2,77
5,8,-57064.62,727451,-46085.91,1,98
6,2,-65986.02,130348,19232.66,2,82
5,6,-65646.41,688604,35900.84,8,31
3,2,-79874.61,291482,70898.65,8,74
1,2,-75993.22,912371,-38301.22,7,51
7,8,46255.51,236942,-71285.2,7,24
9,2,1771.83,756359,-87506.93,1,62
7,4,78416.38,207522,38290.48,6,48
4,8,-81244.53,176485,-50520.58,6,94
5,8,-73206.85,710464,15217.83,7,92
5,1,-48842.45,129155,-51302.73,6,48
7,4,79597.39,298022,57725.32,4,57
3,7,10201.84,125761,-98453.89,2,47
5,7,30585.65,630063,89142.31,3,50
7,3,-27389.91,267915,-95210.33,7,79
4,8,-71914.4,397498,-3166.16,4,32
6,8,52189.96,245219,75548.5,1,73
5,5,-79527.22,380089,8612.2,3,56
6,5,1919.88,116767,5277.43,3,28
3,5,78301.22,267456,-4663.59,7,29
6,1,146.38,939333,3115.48,5,13
7,8,-68276.97,913005,63797.38,9,78
3,6,-7578.4,913491,-71896.22,9,84
1,1,54904.46,724708,-35602.7,1,35
2,9,-94414.38,367134,-14108.37,7,49
4,2,-61155.91,546431,3048.78,1,25
4,1,40149.43,737684,-40815.79,6,56
3,3,-81093.09,422275,8444.92,6,83
4,7,5493.72,663520,-24378.84,1,40
1,9,62366.5,309257,-79276.1,9,27
1,1,-35500.69,678610,73151.78,6,46
1,6,-25889.18,505142,-51863.43,2,80
9,8,-66426.04,961737,-55678.91,1,22
4,7,30784.29,286520,-31863.87,7,14
9,4,5483.18,361024,30344.93,9,96
6,5,-39192.11,958507,91457.78,5,56
3,2,-99917.52,276881,-9948.87,5,22
4,2,-24418.73,238593,26027.4,3,80
6,9,81907.5,257829,-26847.9,7,94
3,5,-96999,702201,53532.65,7,92
1,6,-12959.73,338999,-73833.23,6,48
4,7,69067.19,688862,13980.16,2,99
8,8,-8502.29,731167,1713.13,4,42
9,9,78872.92,918572,44756.84,4,56
9,3,57339,739534,-87251.42,4,24
9,5,-62623.28,832692,-4030.57,1,34
9,7,14273.12,306263,82310.79,2,28
9,9,-43168.13,605972,-36322.76,7,22
2,9,58069.71,653580,14460.26,5,20
9,8,-22944.3,270475,-8705.45,7,20
3,1,88616.67,667613,-16581.73,9,25
7,8,-87813.13,852776,94494.59,8,79
1,6,57685.42,186846,-94899.55,8,65
2,3,-69710.77,113744,41937.41,9,55
1,4,64358.03,117552,486.82,2,26
4,3,-43365.01,954523,-32585.63,7,90
6,1,-61134.72,253063,-21996.32,6,61
9,2,-2578.38,416237,47252.92,9,47
3,1,-84689.59,222212,-56357.44,6,26
9,5,13663.78,737428,92787.74,1,41
2,1,63110.28,753919,-8362.63,1,30
4,9,35197.72,807668,33141.27,5,70
6,5,94544.79,166571,74194.15,5,37
8,2,-4900.03,983466,2865.7,9,44
5,9,29611.86,984288,39514.9,6,13
4,4,36861.37,876515,-98452.78,4,93
2,8,94367.73,682508,6921.86,3,96
7,8,36169.76,160572,48037.56,1,40
4,8,33319.92,104833,66126.09,6,78
7,2,-4345.12,835544,90165.96,1,48
8,6,64957.39,356039,4005.2,6,17
2,7,92709.8,789161,73871.41,9,59
2,1,48269.32,527435,-72064.77,1,25
5,9,99244.89,664292,20454.95,2,31
7,9,-33637.36,361346,40888.49,1,51
4,2,47673.13,846493,40076.42,2,69
4,6,-38965.99,781887,-71476.73,4,81
1,9,83784.53,506193,92248.06,6,96
2,4,-92789.89,653546,76304.72,5,74
5,5,-45688.7,572292,26054.97,5,87
5,2,70524.94,357388,-5719.65,4,45
5,5,49328.96,330302,-58374.92,6,61
3,6,-42853.56,915960,-63415.61,6,33
8,7,-13980.88,986604,66607.86,7,48
6,4,31896.77,665475,-65602.11,9,39
8,2,-59601.23,648394,29680.17,9,85
1,1,-56572.47,558570,-35352.51,6,28
4,5,-72970.13,133579,-95548.07,7,12
2,2,-29895.88,805986,-5425.6,4,96
7,1,-87712.2,223043,21431.89,4,90
4,5,94159.33,282869,82233.8,7,14
7,1,-45066.21,912189,18326.81,6,49
7,8,-12459.65,399043,21355.19,7,61
5,9,-45475.21,455169,61633.95,6,28
9,5,19895.11,452896,99244.89,9,24
6,2,-41784.92,965612,74376.21,9,83
5,6,-68819.14,885362,-38673.84,9,89
6,8,19915.15,163156,-51393.68,6,23
3,2,33144.17,770951,-64623.94,5,81
2,4,-11395.91,368147,-46790.4,1,81
9,2,56621.54,499421,-73715.61,2,94
6,9,-34367.89,164895,-64146.91,4,57
3,2,65296.21,485216,74475.75,3,30
6,5,78322.56,241138,-85874.2,6,27
5,8,69563.44,264574,18710.67,2,46
9,9,-57005.94,419919,73185.3,1,44
5,9,-8540.66,522444,41300.56,7,85
8,1,-44246.2,181892,-18789.97,8,38
5,2,93827.04,800206,84975.59,8,52
7,6,-43135.5,209447,-18110.5,3,71
5,7,29187.45,678514,20469.43,5,35
5,8,9431.98,395435,-25228.92,4,17
4,2,-19097.91,383236,74607.55,3,76
4,1,51000.79,486548,-57354.38,2,91
6,4,85353.45,359999,-46447.52,7,23
2,1,90126.02,568026,-48302.88,3,15
1,2,30973.62,818825,-52214.7,6,91
9,4,83430.95,379752,-89308.23,8,45
1,1,94919.76,277996,-13073.92,5,30
8,4,79439.7,240099,-55754.58,3,62
3,6,-90937.12,204664,-90659.62,2,15
6,5,13378.03,103412,11148.54,6,49
5,2,-4101.77,312898,85849.29,9,40
4,6,86253.73,648824,-69318.4,3,24
4,3,-35401.38,285846,-89955.72,5,15
9,8,16150.63,188196,78028.45,9,66
8,7,-36363.66,338650,30484.35,6,33
6,1,-59718.76,988248,-87164.26,4,83
1,1,-50342.79,102645,27493.68,5,39
2,4,26726.78,101071,43191.64,6,21
1,6,13636.13,648836,1945.81,9,72
2,1,-95036.38,973788,-31190.03,6,37
4,8,45106.82,596077,-65460.84,8,61
5,4,42317.47,328863,85998.66,6,62
6,4,62474.71,519026,94500.33,7,38
2,3,62429.67,167216,50097.43,9,53
7,4,78574.87,324595,96970.39,9,16
1,8,39975.91,842833,33881.17,2,66
4,5,36683.09,975857,56470.45,4,37
1,2,-21294.77,206433,76936.95,5,39
4,4,3819.19,564486,-36553.53,6,87
5,1,-88135.91,945310,96466.05,9,37
7,1,61172.33,252842,80712.55,4,64
7,3,-52351.39,372065,-27817.16,6,83
1,1,-45312.85,118080,-48436.79,1,64
5,8,-95843.52,114663,30998.54,5,41
8,3,75793.61,324129,-74440.32,8,82
1,7,-80756.71,511593,-79152.98,9,96
2,3,-74583.2,487409,-65181.07,4,28
9,7,15896.31,911015,78894.26,7,94
6,8,-28145.43,349548,-96625.23,5,69
9,6,87944.1,201609,-86132.31,2,10
6,5,-48076.98,820147,61224.54,6,64
6,7,64993.92,481099,63905.95,3,42
4,6,95241.95,666871,-21474.35,3,28
4,5,42774.65,225529,-71642.46,3,31
5,3,66817.79,819858,-87772.16,7,27
3,8,58970.68,146051,-83382.66,2,49
2,6,-74722.39,954451,-65839.57,9,93
6,4,49770.51,495949,63813.61,7,51
5,6,-65075.99,651159,33771.2,8,88
4,1,-33309.03,380704,4899.46,4,47
3,8,-36564.93,468611,70478.12,4,82
4,9,-80658.26,323564,16796.3,3,53
9,2,-91728.75,780047,32992.95,2,43
9,9,-26857.17,415797,60547.65,1,81
4,2,-6617.5,112013,16288.04,8,30
3,2,46730.81,307482,-27859.44,3,36
9,3,-96993.69,405322,-52142.2,2,20
9,3,59745.84,944945,-64278.84,8,90
3,1,-41003.51,145151,-34904.86,3,61
8,8,-38302.88,468215,-18420.59,7,54
5,8,-53797.14,151833,48449.09,1,96
6,8,-78637.11,836385,82249.89,9,89
6,7,-74743.08,836942,-12629.02,9,70
3,9,83577.57,753501,-33068.88,9,32
1,4,-48897.59,903714,-50840.04,7,98
5,5,-25527.99,120398,99186.21,5,99
4,1,-26321.04,840831,90962.73,3,92
2,4,-469.86,556023,-50427.63,4,55
1,6,-3905.9,499723,67312.76,4,56
1,7,52572.75,865424,-98139.84,6,72
6,2,85569.07,434268,77331.58,1,94
6,4,-25865.59,220481,-86996.11,3,70
6,2,-78345.86,445256,10607.56,9,20
5,9,-54807.34,464001,61077.44,2,29
5,1,-61598.05,637598,89541,9,65
5,5,-15977.54,619125,-15135.05,8,14
1,7,-22304.28,749134,79896.62,9,94
1,5,92052.47,321178,-34525.53,5,59
4,5,25912.17,235172,65700.64,9,39
4,2,30073.73,672850,-20772.53,7,34
1,4,19617.08,657619,28719.33,4,15
5,1,74556.79,907633,59583.12,6,96
1,9,22160.26,378980,-54680.07,9,43
6,9,-54811.68,795661,-10119.02,1,31
7,9,13959.6,785806,54525.91,5,81
1,6,29732.57,555340,-27923.53,4,21
3,5,26345.66,220765,15490.27,3,26
3,6,19391.58,806148,-64256.98,4,52
2,5,-88579.35,827477,-80595.33,2,16
1,7,-45586.55,481353,-11084.01,6,64
6,9,-54090.67,361724,2015.73,6,23
9,2,59420.64,669320,-47302.56,2,28
8,6,26786.88,778023,-46828.59,2,60
6,6,87480.27,312120,-77821.55,1,90
9,8,20683.58,484110,-25863.57,2,53
3,8,-59751.53,535911,-15581.28,6,79
6,8,-58098.01,610855,89143.53,5,52
5,8,-31524.64,646301,-76150.18,8,10
3,6,87076.8,721633,41662.38,6,29
6,9,-75879.31,727758,-79162.64,4,69
6,7,86027.79,278380,-18492.24,8,38
9,2,7027.66,496636,-36876.34,4,26
6,4,33077.31,801594,7771.36,9,54
5,5,-83352.08,735572,-6979.81,4,73
7,1,-61996.64,474466,-82894.38,8,19
3,9,-83403.2,281646,75021.29,7,86
9,8,8172.3,116041,76477.63,3,59
2,5,86449.86,284680,8093.96,4,76
4,8,46871.54,530708,-7165.53,7,61
4,7,25762.36,279642,-67539.66,9,43
5,1,47971.06,124209,37189.8,8,72
6,8,-43833.1,293712,-4328.75,6,65
9,5,71606.17,615655,6664.83,5,18
5,7,63606.92,995617,-74553.24,6,57
4,6,-98149.13,472575,-63594.96,8,58
5,5,43137.78,946926,49981.11,8,80
2,1,98962.15,146545,-62211.97,5,46
9,2,25518.69,748407,-53954.93,7,47
4,5,9883.66,878661,61394.98,3,78
5,2,25798.56,938399,-45605.09,6,65
4,2,-35004.01,249777,18684.79,9,84
6,2,-54586.4,876861,62778.36,3,10
7,2,57240.46,664778,-96554.51,2,82
7,8,-54996.11,766412,63860.76,1,85
9,3,-56583.32,268842,-44542.49,5,20
5,4,56081.18,976945,23308.83,6,79
5,8,-48962.35,841066,613.25,7,18
1,4,-90208.64,528444,-48644.2,6,84
5,4,-4143.2,774666,76826.21,1,40
1,9,-97189.83,737722,59919.11,1,97
7,8,-91135.07,892241,6829.02,5,60
6,9,3392.66,838487,-87280.11,1,48
5,8,-25542.01,838217,-95542.37,2,15
6,1,59669.39,746700,18089.06,9,39
4,4,80353.7,300266,87075.85,6,50
1,5,-28208.39,465487,19109.97,2,88
5,5,-83074.2,930682,-68049.82,4,11
9,3,42664.4,980301,-70736.77,8,80
6,1,66298.02,893600,-17238.4,1,27
9,7,44111.26,225920,-83258.34,7,73
4,9,-42169.87,938717,-45690.86,5,59
4,3,-64694.45,998140,80110.39,6,63
1,3,61674.27,875904,44259.38,5,71
5,6,-84831.08,171851,86484.74,6,12
5,6,-51916.2,106083,94081.61,6,72
9,3,17684.25,444661,-46155.88,5,40
6,5,15139.2,349010,79587.73,3,74
6,8,-29041.33,728011,68754.32,5,59
2,5,-28478.71,249366,63818.44,4,81
3,1,-38790.77,806906,-61591.36,8,46
9,7,-54187.53,495911,-26191.83,1,83
4,1,91815.37,611177,1009.27,3,38
